SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIML,16080,131121/0000,45.43,9.28,103.0,5.86,5.43,5.38,45.98,13.40,23.10,25.20,48.30,18.19,22.43,-35.98,-31.96,700.83,699.98,824.53,826.15,0.81,1.00,274.14,889.74,283.49,4.72,5361.00,10.8,10.8
