PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
220.0,11012,-61.9,-71.9,25,0.01,150,41,325.6,325.6,325.6
219.0,11041,-61.9,-72.1,24,0.01,145,40,326.0,326.0,326.0
215.0,11155,-62.1,-73.1,22,0.01,142,45,327.4,327.5,327.4
213.0,11213,-61.1,-73.6,18,0.01,140,47,329.9,329.9,329.9
210.0,11302,-59.6,-74.2,13,0.01,145,52,333.6,333.6,333.6
203.0,11515,-55.9,-75.9,6,0.01,162,43,342.6,342.7,342.6
200.0,11610,-55.9,-78.9,4,0.00,170,39,344.1,344.1,344.1
193.0,11837,-55.1,-79.5,3,0.00,180,29,348.9,348.9,348.9
185.0,12108,-54.1,-80.1,3,0.00,191,28,354.8,354.8,354.8
172.0,12571,-55.9,-81.9,3,0.00,210,25,359.2,359.2,359.2
165.0,12835,-56.9,-82.9,2,0.00,210,18,361.8,361.8,361.8
162.0,12952,-57.4,-83.4,2,0.00,195,15,362.9,362.9,362.9
160.0,13031,-57.7,-83.7,2,0.00,185,18,363.7,363.7,363.7
159.0,13071,-57.5,-83.5,2,0.00,180,19,364.7,364.7,364.7
150.0,13440,-55.5,-81.5,3,0.00,205,31,374.2,374.3,374.2
148.0,13526,-55.4,-81.6,2,0.00,210,32,375.9,375.9,375.9
139.0,13927,-55.0,-82.3,2,0.00,210,30,383.4,383.4,383.4
136.0,14066,-54.8,-82.5,2,0.00,190,27,386.1,386.1,386.1
134.0,14161,-54.7,-82.7,2,0.00,196,27,387.9,387.9,387.9
124.0,14654,-55.6,-83.3,2,0.00,225,28,395.0,395.0,395.0
111.0,15357,-56.9,-84.2,2,0.00,215,23,405.3,405.3,405.3
106.0,15650,-57.4,-84.6,2,0.00,225,25,409.6,409.6,409.6
100.0,16020,-58.1,-85.1,2,0.00,215,36,415.2,415.2,415.2
96.0,16279,-57.7,-84.8,2,0.00,230,26,420.9,420.9,420.9
89.0,16758,-56.9,-84.3,2,0.00,220,24,431.7,431.8,431.7
84.0,17125,-56.2,-84.0,2,0.00,240,27,440.2,440.2,440.2
81.0,17355,-55.9,-83.7,2,0.00,210,19,445.6,445.6,445.6
78.4,17562,-55.5,-83.5,2,0.00,211,20,450.5,450.5,450.5
70.0,18280,-58.1,-84.1,2,0.00,215,24,459.7,459.8,459.7
62.8,18958,-61.1,-87.1,2,0.00,205,26,467.6,467.6,467.6
62.0,19038,-60.9,-86.9,2,0.00,205,27,469.7,469.7,469.7
55.0,19785,-59.4,-85.4,2,0.00,220,39,489.5,489.6,489.5
54.0,19899,-59.2,-85.2,2,0.01,235,41,492.6,492.7,492.6
51.2,20231,-58.5,-84.5,2,0.01,254,35,501.8,501.8,501.8
51.0,20256,-58.6,-84.8,2,0.01,255,35,502.0,502.1,502.0
50.0,20380,-59.3,-86.3,2,0.00,255,29,503.3,503.3,503.3
48.0,20636,-59.3,-86.3,2,0.00,235,31,509.2,509.2,509.2
44.0,21181,-59.4,-86.3,2,0.01,245,24,521.9,522.0,521.9
43.0,21325,-59.4,-86.4,2,0.01,230,16,525.3,525.4,525.3
40.0,21778,-59.4,-86.4,2,0.01,225,29,536.2,536.3,536.2
38.0,22099,-59.4,-86.4,2,0.01,225,23,544.1,544.1,544.1
37.0,22266,-59.4,-86.4,2,0.01,265,23,548.2,548.3,548.2
36.0,22438,-59.4,-86.4,2,0.01,260,16,552.5,552.6,552.5
35.0,22614,-59.4,-86.4,2,0.01,235,12,556.9,557.0,556.9
34.0,22796,-59.5,-86.5,2,0.01,205,19,561.5,561.6,561.5
33.0,22983,-59.5,-86.5,2,0.01,245,22,566.3,566.4,566.3
31.0,23375,-59.5,-86.5,2,0.01,245,26,576.5,576.5,576.5
30.0,23580,-59.5,-86.5,2,0.01,250,21,581.9,581.9,581.9
29.0,23793,-59.8,-86.0,2,0.01,240,14,586.6,586.7,586.6
28.8,23836,-59.9,-85.9,2,0.01,241,14,587.6,587.6,587.6
26.0,24482,-58.8,-85.4,2,0.01,255,17,608.0,608.1,608.0
24.0,24988,-58.0,-85.0,2,0.01,235,23,624.5,624.6,624.5
23.0,25257,-57.6,-84.8,2,0.01,275,16,633.5,633.6,633.5
21.0,25832,-56.6,-84.3,2,0.02,240,17,653.0,653.1,653.0
20.0,26140,-56.1,-84.1,2,0.02,265,30,663.7,663.9,663.7
19.0,26467,-55.8,-84.0,2,0.02,265,27,674.6,674.8,674.6
18.0,26811,-55.4,-84.0,2,0.02,290,23,686.3,686.5,686.3
17.0,27175,-55.0,-83.9,2,0.02,260,17,698.8,699.1,698.9
16.8,27251,-54.9,-83.9,2,0.02,260,21,701.5,701.7,701.5
16.0,27560,-55.4,-84.2,2,0.02,260,39,709.7,709.9,709.7
15.0,27970,-56.1,-84.7,2,0.02,250,20,720.6,720.9,720.6
13.0,28878,-57.6,-85.7,2,0.02,285,35,745.5,745.8,745.5
