PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1014.0,10,17.0,13.1,78,9.42,160,10,289.0,315.6,290.6
1011.0,33,16.9,12.9,77,9.34,140,12,289.2,315.6,290.8
1000.0,118,16.6,12.3,76,9.06,135,24,289.8,315.5,291.3
966.0,411,14.6,11.5,82,8.87,145,37,290.6,315.9,292.1
925.0,778,12.0,10.4,90,8.63,160,30,291.6,316.3,293.1
878.0,1212,9.2,8.0,92,7.72,170,21,293.0,315.4,294.4
857.0,1414,7.8,6.9,94,7.32,180,27,293.7,315.0,295.0
850.0,1482,7.4,6.5,94,7.19,175,27,293.9,314.9,295.2
811.0,1863,4.8,3.6,92,6.15,165,27,295.1,313.2,296.2
779.0,2189,2.6,1.1,90,5.37,180,22,296.1,312.1,297.1
733.0,2683,-0.8,-2.6,88,4.33,170,26,297.6,310.8,298.4
721.0,2816,-1.7,-3.6,87,4.08,184,24,298.0,310.5,298.8
715.0,2883,-1.3,-7.3,64,3.11,191,23,299.2,308.8,299.8
712.0,2917,-1.5,-9.5,54,2.63,195,23,299.3,307.6,299.8
709.0,2950,-0.9,-16.9,29,1.44,194,24,300.4,305.1,300.6
700.0,3052,-1.3,-18.3,26,1.30,190,26,301.0,305.3,301.2
681.0,3270,-2.4,-15.7,35,1.67,175,19,302.1,307.6,302.4
670.0,3400,-3.1,-14.1,42,1.93,177,21,302.8,309.0,303.1
597.0,4296,-11.4,-16.1,68,1.83,195,33,303.3,309.3,303.7
583.0,4480,-13.1,-16.5,76,1.82,184,34,303.4,309.3,303.7
573.0,4612,-12.7,-14.4,87,2.20,176,34,305.4,312.5,305.8
572.0,4625,-12.8,-14.5,87,2.19,175,34,305.4,312.5,305.8
541.0,5046,-15.3,-16.3,92,1.99,185,45,307.3,313.9,307.7
500.0,5640,-18.9,-18.9,100,1.73,210,31,309.9,315.7,310.3
498.0,5670,-19.1,-19.2,99,1.69,212,31,310.1,315.7,310.4
492.0,5760,-19.7,-19.8,99,1.63,220,31,310.4,315.9,310.7
460.0,6258,-22.9,-22.9,100,1.33,220,31,312.4,317.0,312.7
458.0,6290,-23.1,-23.4,97,1.27,220,31,312.6,317.0,312.8
446.0,6484,-24.1,-26.4,81,0.99,205,31,313.6,317.1,313.8
440.0,6583,-24.7,-28.0,74,0.87,205,30,314.1,317.2,314.3
431.0,6734,-26.3,-32.3,57,0.59,205,28,314.0,316.1,314.1
428.0,6784,-26.7,-32.4,59,0.59,205,27,314.1,316.2,314.2
411.0,7075,-29.1,-33.0,69,0.58,215,33,314.6,316.7,314.8
400.0,7270,-30.7,-33.4,77,0.57,210,32,315.0,317.1,315.1
366.0,7894,-36.1,-37.8,84,0.40,206,42,315.9,317.4,316.0
363.0,7951,-36.7,-39.0,79,0.36,206,43,315.9,317.2,315.9
353.0,8144,-37.6,-42.4,61,0.26,205,46,317.2,318.2,317.2
352.0,8164,-37.7,-42.7,59,0.25,205,46,317.3,318.3,317.3
343.0,8342,-38.9,-55.9,15,0.06,201,44,318.0,318.3,318.0
