PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
272.0,10086,-47.9,-61.9,18,0.03,237,50,326.8,326.9,326.8
250.0,10640,-51.5,-63.5,22,0.03,235,60,329.4,329.5,329.4
224.0,11345,-56.1,-65.1,31,0.03,231,68,332.8,332.9,332.8
217.0,11546,-57.1,-66.1,31,0.02,230,70,334.3,334.4,334.3
205.0,11905,-58.9,-67.9,30,0.02,230,62,336.9,337.0,336.9
200.0,12060,-58.3,-69.3,23,0.02,235,60,340.3,340.4,340.3
199.0,12092,-58.0,-70.0,20,0.02,235,60,341.2,341.3,341.2
188.0,12453,-54.9,-77.9,4,0.00,253,34,351.8,351.9,351.8
187.0,12487,-55.0,-78.1,4,0.00,255,32,352.2,352.2,352.2
180.0,12728,-56.0,-79.6,4,0.00,245,23,354.5,354.5,354.5
153.0,13756,-59.9,-85.9,2,0.00,240,22,364.6,364.6,364.6
150.0,13880,-59.5,-85.5,2,0.00,240,26,367.4,367.4,367.4
149.0,13922,-59.5,-85.6,2,0.00,240,27,368.1,368.1,368.1
129.0,14823,-58.6,-87.7,1,0.00,260,33,385.1,385.1,385.1
121.0,15223,-58.3,-88.6,1,0.00,275,25,392.8,392.9,392.8
117.0,15433,-58.1,-89.1,1,0.00,278,22,397.0,397.0,397.0
109.0,15874,-59.7,-90.3,1,0.00,285,16,402.0,402.1,402.0
106.0,16048,-60.4,-90.7,1,0.00,260,10,404.0,404.1,404.0
100.0,16410,-61.7,-91.7,1,0.00,270,12,408.2,408.2,408.2
97.8,16547,-62.7,-91.7,1,0.00,270,14,408.9,408.9,408.9
92.0,16923,-63.3,-92.7,1,0.00,270,21,414.9,414.9,414.9
90.0,17058,-63.5,-93.0,1,0.00,280,23,417.0,417.0,417.0
84.0,17481,-64.3,-94.1,1,0.00,310,17,423.9,423.9,423.9
82.1,17621,-64.5,-94.5,1,0.00,301,15,426.2,426.2,426.2
80.0,17780,-64.2,-94.2,1,0.00,290,13,430.0,430.0,430.0
75.0,18177,-63.5,-93.5,1,0.00,330,18,439.5,439.5,439.5
72.0,18427,-63.0,-93.0,1,0.00,310,16,445.6,445.6,445.6
70.0,18600,-62.7,-92.7,1,0.00,325,15,449.9,449.9,449.9
67.0,18872,-62.4,-92.5,1,0.00,310,11,456.3,456.3,456.3
61.0,19455,-61.6,-92.0,1,0.00,25,10,470.3,470.3,470.3
60.0,19558,-61.5,-92.0,1,0.00,75,3,472.8,472.8,472.8
55.0,20098,-60.8,-91.5,1,0.00,215,10,486.3,486.3,486.3
50.0,20690,-60.1,-91.1,1,0.00,300,13,501.4,501.4,501.4
48.4,20893,-59.5,-90.5,1,0.00,299,13,507.5,507.6,507.5
42.3,21731,-62.7,-92.7,1,0.00,295,12,519.5,519.6,519.5
42.0,21775,-62.4,-92.5,1,0.00,295,12,521.2,521.2,521.2
41.0,21926,-61.6,-91.8,1,0.00,320,11,527.0,527.0,527.0
37.0,22566,-57.9,-88.9,1,0.00,281,10,552.1,552.1,552.1
35.0,22916,-58.6,-89.6,1,0.00,260,10,559.2,559.2,559.2
34.1,23080,-58.9,-89.9,1,0.00,264,12,562.5,562.5,562.5
31.0,23683,-57.0,-88.7,1,0.00,280,18,583.3,583.3,583.3
30.0,23890,-56.3,-88.3,1,0.01,285,14,590.6,590.6,590.6
28.0,24331,-54.9,-87.3,1,0.01,295,6,606.1,606.2,606.1
27.0,24563,-54.2,-86.8,1,0.01,265,10,614.5,614.6,614.5
26.0,24804,-53.4,-86.2,1,0.01,285,15,623.3,623.4,623.3
25.0,25055,-52.7,-85.6,1,0.01,275,12,632.6,632.7,632.6
24.8,25106,-52.5,-85.5,1,0.01,270,13,634.5,634.6,634.5
23.0,25590,-53.6,-86.6,1,0.01,225,21,645.0,645.1,645.0
22.9,25618,-53.7,-86.7,1,0.01,227,22,645.6,645.7,645.6
22.0,25876,-53.0,-86.0,1,0.01,250,32,655.0,655.1,655.0
20.0,26490,-51.5,-84.5,1,0.02,265,22,677.8,677.9,677.8
19.0,26826,-51.0,-84.3,1,0.02,240,16,689.3,689.5,689.3
18.0,27179,-50.5,-84.0,1,0.02,205,23,701.6,701.9,701.7
16.0,27950,-49.4,-83.6,1,0.02,255,37,729.3,729.6,729.3
14.0,28823,-48.1,-83.0,1,0.03,240,26,762.0,762.3,762.0
13.7,28965,-47.9,-82.9,1,0.03,243,26,767.4,767.8,767.4
13.0,29310,-48.4,-82.3,1,0.04,250,25,777.2,777.6,777.2
12.0,29836,-49.2,-81.4,1,0.04,280,44,792.4,792.9,792.4
11.9,29891,-49.3,-81.3,1,0.05,280,43,794.0,794.5,794.0
11.6,30059,-46.5,-81.5,1,0.05,278,38,809.8,810.3,809.8
11.0,30414,-45.5,-80.9,1,0.05,275,29,825.8,826.5,825.8
10.0,31050,-43.7,-79.7,1,0.07,275,35,855.3,856.2,855.3
9.4,31467,-41.9,-77.9,1,0.10,269,31,877.4,878.7,877.4
9.1,31686,-42.9,-78.9,1,0.09,266,29,881.7,882.9,881.8
9.0,31761,-42.6,-78.7,1,0.09,265,28,885.5,886.7,885.5
8.0,32561,-40.0,-76.9,1,0.14,270,17,926.4,928.2,926.4
7.9,32646,-39.7,-76.7,1,0.14,269,17,930.8,932.8,930.9
7.0,33468,-42.2,-78.3,1,0.13,260,17,953.2,955.0,953.3
6.9,33565,-42.5,-78.5,1,0.12,260,16,955.9,957.7,956.0
6.8,33665,-40.3,-76.3,1,0.18,259,16,969.1,971.6,969.2
6.6,33867,-41.5,-76.5,1,0.18,258,14,972.3,974.8,972.5
6.3,34187,-35.7,-73.7,1,0.28,257,12,1010.0,1014.1,1010.2
6.1,34411,-35.5,-73.5,1,0.30,256,11,1020.2,1024.6,1020.4
