PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
996.0,103,14.8,14.5,98,10.52,0,0,288.3,317.9,290.1
981.0,232,14.4,14.1,98,10.42,105,10,289.1,318.5,291.0
965.0,372,14.0,13.7,98,10.31,97,17,290.1,319.3,291.9
960.0,417,14.2,13.8,97,10.41,95,19,290.7,320.3,292.5
944.0,560,14.8,14.0,95,10.75,110,23,292.7,323.5,294.6
933.0,660,14.8,13.0,89,10.20,120,25,293.7,323.1,295.5
925.0,733,14.8,12.3,85,9.80,130,24,294.4,322.8,296.2
924.0,742,15.0,12.1,83,9.68,131,24,294.7,322.8,296.4
883.0,1125,12.5,10.0,85,8.82,155,17,296.0,321.8,297.6
851.0,1436,10.5,8.3,87,8.16,195,20,297.0,321.0,298.5
850.0,1446,10.4,8.3,87,8.14,195,20,297.0,321.0,298.5
785.0,2098,5.4,4.5,94,6.76,215,35,298.5,318.7,299.8
736.0,2627,1.4,1.4,100,5.79,208,31,299.7,317.1,300.7
726.0,2737,1.8,0.8,93,5.62,207,30,301.3,318.4,302.3
711.0,2905,1.1,-0.6,89,5.19,205,29,302.3,318.2,303.3
700.0,3031,0.6,-1.6,85,4.89,200,32,303.1,318.2,304.0
689.0,3158,0.1,-2.1,85,4.78,200,34,303.9,318.7,304.8
687.0,3182,0.0,-2.2,85,4.76,200,34,304.1,318.8,304.9
663.0,3466,-2.7,-2.7,100,4.75,201,39,304.1,318.9,305.0
541.0,5052,-13.3,-14.9,88,2.24,208,66,309.7,317.1,310.1
504.0,5590,-16.2,-17.2,92,1.97,210,76,312.5,319.2,312.9
500.0,5650,-16.5,-17.5,92,1.95,210,76,312.9,319.4,313.2
499.0,5665,-16.6,-17.6,92,1.93,210,76,312.9,319.4,313.3
457.0,6315,-20.5,-22.1,88,1.44,210,54,316.0,320.9,316.2
400.0,7300,-26.5,-28.8,81,0.89,205,62,320.5,323.7,320.6
341.0,8436,-33.5,-36.7,73,0.49,209,81,325.9,327.8,326.0
323.0,8810,-36.8,-40.1,71,0.36,210,87,326.4,327.8,326.5
300.0,9320,-41.3,-44.8,69,0.24,210,91,327.0,328.0,327.1
250.0,10530,-51.9,-57.9,48,0.06,215,93,328.8,329.0,328.8
233.0,10982,-55.9,-61.9,47,0.04,213,95,329.4,329.6,329.4
217.0,11428,-58.9,-65.3,43,0.03,210,98,331.5,331.7,331.6
200.0,11940,-62.3,-69.3,39,0.02,210,92,333.9,334.0,333.9
197.0,12033,-63.1,-70.1,38,0.02,205,90,334.1,334.2,334.1
160.0,13317,-61.9,-69.9,34,0.02,210,81,356.6,356.7,356.6
158.0,13396,-61.2,-69.2,34,0.02,210,80,359.1,359.3,359.1
150.0,13720,-58.1,-66.1,35,0.04,210,65,369.8,370.0,369.8
143.0,14023,-56.7,-64.7,36,0.04,210,56,377.3,377.5,377.3
139.0,14203,-55.9,-63.9,36,0.05,217,49,381.8,382.0,381.8
130.0,14620,-58.0,-66.3,34,0.04,235,33,385.3,385.5,385.3
112.0,15550,-62.8,-71.6,30,0.02,215,25,393.1,393.2,393.1
105.0,15952,-64.9,-73.9,28,0.02,195,28,396.5,396.6,396.5
100.0,16250,-65.1,-74.1,28,0.02,190,36,401.7,401.8,401.7
91.6,16784,-65.7,-74.7,28,0.02,195,51,410.7,410.8,410.7
91.0,16824,-65.2,-74.1,28,0.02,195,52,412.6,412.7,412.6
88.0,17032,-62.3,-71.0,31,0.03,200,54,422.2,422.4,422.2
82.3,17448,-56.7,-64.7,36,0.08,228,34,441.8,442.3,441.8
79.2,17691,-56.1,-64.1,36,0.09,244,23,447.9,448.5,447.9
79.0,17707,-56.2,-64.2,36,0.09,245,22,448.1,448.6,448.1
74.0,18120,-57.9,-65.9,35,0.07,250,11,453.0,453.5,453.0
70.0,18470,-59.3,-67.3,35,0.06,215,14,457.2,457.6,457.2
69.0,18559,-59.9,-67.8,34,0.06,210,15,457.9,458.3,457.9
66.4,18798,-61.3,-69.3,34,0.05,213,22,459.8,460.1,459.8
64.0,19029,-59.6,-67.3,36,0.07,215,28,468.4,468.8,468.4
59.3,19506,-56.1,-63.1,41,0.13,215,20,486.5,487.4,486.6
59.0,19538,-56.2,-63.2,41,0.13,215,19,487.0,487.9,487.1
57.0,19755,-56.8,-64.0,40,0.12,200,9,490.5,491.3,490.5
53.0,20213,-58.1,-65.7,37,0.10,210,20,497.8,498.5,497.9
50.0,20580,-59.1,-67.1,35,0.09,205,16,503.8,504.4,503.8
48.0,20835,-59.9,-67.9,34,0.09,200,15,507.9,508.5,507.9
47.9,20848,-59.9,-67.9,34,0.09,202,15,508.1,508.7,508.1
46.0,21102,-59.7,-67.7,34,0.09,245,17,514.5,515.1,514.5
43.0,21524,-59.4,-67.4,35,0.10,260,23,525.2,526.0,525.3
41.0,21822,-59.2,-67.2,35,0.11,305,15,533.0,533.8,533.0
39.0,22135,-59.0,-67.0,35,0.12,275,10,541.2,542.1,541.3
