PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
38.0,22097,-63.2,-89.3,2,0.00,240,27,534.5,534.5,534.5
36.0,22431,-62.6,-89.1,2,0.00,255,14,544.2,544.3,544.2
34.0,22785,-62.0,-89.0,2,0.00,250,18,554.8,554.8,554.8
33.0,22970,-61.7,-88.9,2,0.00,230,11,560.4,560.4,560.4
31.0,23357,-61.0,-88.8,1,0.00,220,20,572.3,572.3,572.3
30.0,23560,-60.7,-88.7,1,0.01,230,20,578.6,578.6,578.6
29.0,23771,-60.6,-88.6,1,0.01,250,21,584.5,584.6,584.5
25.0,24693,-60.1,-88.1,1,0.01,230,21,611.3,611.4,611.3
24.0,24947,-60.0,-88.0,1,0.01,275,18,618.9,618.9,618.9
23.0,25211,-59.8,-87.8,1,0.01,265,27,626.9,626.9,626.9
22.3,25404,-59.7,-87.7,1,0.01,275,24,632.7,632.8,632.7
21.0,25777,-60.4,-88.4,1,0.01,295,19,641.5,641.6,641.5
20.5,25927,-60.7,-88.7,1,0.01,288,20,645.1,645.1,645.1
20.0,26080,-60.1,-88.1,1,0.01,280,21,651.5,651.6,651.5
19.0,26402,-57.9,-86.8,1,0.01,270,18,667.9,668.0,667.9
18.9,26435,-57.7,-86.7,1,0.01,274,19,669.5,669.7,669.6
18.0,26741,-58.1,-87.0,1,0.01,310,27,677.6,677.7,677.6
16.0,27479,-59.2,-87.8,1,0.01,300,17,697.3,697.4,697.3
14.0,28316,-60.4,-88.6,1,0.01,265,20,720.3,720.4,720.3
13.0,28780,-61.1,-89.1,1,0.01,265,25,733.4,733.5,733.4
12.0,29281,-58.2,-87.1,1,0.02,290,44,760.6,760.8,760.6
11.9,29333,-57.9,-86.9,1,0.02,290,43,763.5,763.7,763.5
11.0,29829,-58.1,-87.1,1,0.02,290,29,780.1,780.4,780.2
10.0,30430,-58.3,-87.3,1,0.02,290,49,800.9,801.1,800.9
8.3,31596,-60.3,-88.3,1,0.02,282,44,836.8,837.1,836.8
