SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIBR,16320,131121/0000,40.65,17.95,10.0,2.91,1.54,1.44,204.48,24.70,22.40,27.30,49.70,3.00,4.97,-89.76,-78.33,745.65,740.98,783.57,789.14,3.75,6.22,279.96,887.48,289.70,7.08,5495.00,19.9,19.9
