SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131120/0000,41.65,12.43,32.0,3.93,-0.23,-0.29,173.41,26.30,21.20,25.70,46.90,165.28,191.44,-6.01,-5.81,3.47,4.02,285.29,945.73,289.91,9.50,5525.00,27.0
