SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIML,16080,001013/0000,45.43,9.28,103.0,-0.57,-0.03,-0.05,326.96,33.00,24.80,26.90,51.70,76.94,84.85,-79.42,-77.28,498.71,497.53,784.65,787.65,0.39,0.43,287.03,961.06,290.32,10.48,5577.00,33.5,33.5
