SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131115/1200,41.65,12.43,32.0,3.51,2.25,2.25,85.60,27.40,22.50,25.70,48.20,0.88,2.56,-45.30,-36.98,0.12,0.35,283.07,946.01,287.61,8.18,5502.00,24.9
