SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIBR,16320,131115/0000,40.65,17.95,10.0,2.53,-0.54,-0.60,73.40,28.40,22.60,27.10,49.70,140.06,172.14,-53.78,-38.24,454.61,452.52,835.16,851.88,10.23,12.58,283.86,928.52,289.96,8.85,5516.00,23.1,23.1
