SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIBR,16320,131118/0000,40.65,17.95,10.0,4.46,3.61,3.47,28.80,16.50,20.10,26.10,46.20,0.00,0.00,0.00,0.00,0.00,0.00,281.71,921.68,288.37,7.66,5526.00,17.3,17.3
