PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
70.0,18360,-61.3,-90.3,1,0.00,250,19,452.9,452.9,452.9
66.0,18724,-61.6,-90.7,1,0.00,265,14,459.8,459.8,459.8
64.0,18914,-61.8,-90.8,1,0.00,255,22,463.5,463.5,463.5
61.0,19211,-62.1,-91.1,1,0.00,270,14,469.2,469.2,469.2
58.0,19523,-62.4,-91.4,1,0.00,275,3,475.4,475.4,475.4
56.0,19739,-62.6,-91.6,1,0.00,240,11,479.7,479.7,479.7
55.0,19851,-62.7,-91.7,1,0.00,215,13,481.9,481.9,481.9
50.0,20440,-63.3,-92.3,1,0.00,215,12,493.9,493.9,493.9
49.0,20564,-63.4,-92.3,1,0.00,225,18,496.6,496.6,496.6
44.0,21228,-63.6,-92.6,1,0.00,255,10,511.5,511.5,511.5
43.0,21369,-63.7,-92.7,1,0.00,220,10,514.7,514.7,514.7
40.0,21815,-63.9,-92.9,1,0.00,195,15,525.0,525.0,525.0
39.5,21892,-63.9,-92.9,1,0.00,208,15,526.8,526.8,526.8
38.0,22131,-63.7,-92.7,1,0.00,250,14,533.1,533.1,533.1
37.0,22296,-63.6,-92.6,1,0.00,270,12,537.5,537.5,537.5
35.0,22639,-63.4,-92.4,1,0.00,235,10,546.7,546.7,546.7
33.0,23002,-63.1,-92.1,1,0.00,235,14,556.6,556.7,556.6
31.0,23388,-62.8,-91.8,1,0.00,190,10,567.4,567.4,567.4
30.0,23590,-62.7,-91.7,1,0.00,225,16,573.1,573.2,573.1
29.0,23799,-61.1,-91.6,1,0.00,225,30,583.0,583.0,583.0
28.6,23885,-60.5,-91.5,1,0.00,237,27,587.1,587.1,587.1
27.0,24240,-61.0,-91.6,1,0.00,285,17,595.6,595.6,595.6
26.0,24473,-61.2,-91.7,1,0.00,250,26,601.2,601.2,601.2
24.0,24966,-61.9,-91.9,1,0.00,255,23,613.3,613.3,613.3
23.0,25228,-62.2,-92.0,1,0.00,230,21,619.8,619.8,619.8
22.0,25502,-62.5,-92.1,1,0.00,240,34,626.7,626.7,626.7
20.0,26090,-63.3,-92.3,1,0.00,275,38,641.7,641.7,641.7
19.5,26245,-63.9,-92.9,1,0.00,273,37,644.5,644.5,644.5
19.0,26405,-63.7,-92.7,1,0.00,270,36,649.8,649.9,649.8
18.0,26737,-63.4,-92.4,1,0.00,275,25,661.0,661.1,661.0
17.2,27016,-63.1,-92.1,1,0.00,259,27,670.6,670.6,670.6
17.0,27090,-62.5,-91.8,1,0.01,255,27,674.6,674.6,674.6
15.0,27875,-56.7,-88.1,1,0.01,265,51,718.6,718.8,718.6
14.5,28088,-55.1,-87.1,1,0.01,263,50,730.9,731.1,730.9
13.0,28789,-53.7,-85.7,1,0.02,255,47,758.9,759.1,758.9
12.2,29197,-52.9,-84.9,1,0.02,267,53,775.7,776.0,775.7
12.0,29303,-53.3,-85.3,1,0.02,270,54,777.9,778.2,777.9
10.0,30480,-52.5,-84.5,1,0.03,270,76,822.5,822.9,822.5
9.0,31163,-51.1,-84.1,1,0.04,260,56,853.0,853.5,853.0
8.0,31925,-52.6,-84.1,1,0.04,265,90,876.2,876.8,876.2
7.7,32172,-53.1,-84.1,1,0.04,265,86,883.9,884.5,883.9
7.0,32791,-50.1,-82.9,1,0.06,265,76,920.5,921.3,920.5
6.9,32884,-49.7,-82.7,1,0.06,264,78,926.1,927.0,926.1
6.0,33794,-50.8,-82.7,1,0.07,255,94,959.2,960.3,959.3
5.3,34602,-51.7,-82.7,1,0.08,260,113,989.6,990.9,989.7
