SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131120/1200,41.65,12.43,32.0,1.81,0.81,0.68,145.81,20.00,25.80,26.10,51.90,51.07,70.92,-3.91,-2.68,19.24,26.71,281.18,915.64,288.36,7.42,5466.00,18.9,18.9
