SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIBR,16320,131116/1200,40.65,17.95,10.0,4.11,3.49,3.51,108.82,27.30,22.90,23.70,46.60,0.00,0.19,0.00,-8.56,844.71,866.13,0.00,0.03,280.07,883.72,290.15,7.19,5521.00,25.3,25.3
