SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIBR,16320,131117/0000,40.65,17.95,10.0,3.95,1.56,1.53,82.41,26.70,22.60,24.50,47.10,8.08,13.16,-22.61,-18.38,646.45,641.72,876.04,884.23,20.68,33.67,283.42,933.63,289.05,8.49,5518.00,26.7,26.7
