SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIML,16080,131118/1200,45.43,9.28,103.0,4.86,7.72,7.71,74.00,25.60,23.40,23.70,47.10,0.01,0.10,-1.03,-0.58,923.25,922.15,928.47,931.41,0.00,0.00,278.59,939.93,283.58,6.04,5462.00,21.7,21.7
