PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
240.0,10701,-55.3,-60.8,51,0.04,260,88,327.5,327.6,327.5
235.0,10836,-56.5,-61.1,56,0.04,260,84,327.7,327.9,327.7
230.0,10973,-57.5,-63.5,46,0.03,260,80,328.2,328.3,328.2
211.0,11515,-59.9,-73.9,14,0.01,260,64,332.6,332.7,332.6
200.0,11850,-59.7,-74.7,12,0.01,255,54,338.1,338.1,338.1
192.0,12106,-57.9,-76.9,7,0.01,250,53,344.9,344.9,344.9
176.0,12647,-60.0,-79.7,6,0.00,260,41,350.2,350.2,350.2
162.0,13163,-61.9,-82.4,5,0.00,240,34,355.3,355.3,355.3
155.0,13438,-63.0,-83.9,4,0.00,230,39,358.0,358.0,358.0
153.0,13518,-63.3,-84.3,4,0.00,230,42,358.8,358.8,358.8
150.0,13640,-62.9,-83.9,4,0.00,235,45,361.5,361.5,361.5
148.0,13723,-62.8,-84.0,4,0.00,240,47,363.2,363.2,363.2
138.0,14156,-62.0,-84.4,4,0.00,255,34,371.9,371.9,371.9
132.0,14431,-61.5,-84.7,3,0.00,240,20,377.5,377.5,377.5
122.0,14918,-60.6,-85.2,3,0.00,240,27,387.6,387.6,387.6
117.0,15177,-60.2,-85.4,2,0.00,255,33,393.1,393.2,393.1
112.0,15447,-59.7,-85.7,2,0.00,262,23,399.0,399.0,399.0
110.0,15559,-60.0,-86.0,2,0.00,265,19,400.4,400.4,400.4
106.0,15789,-60.8,-86.8,2,0.00,220,12,403.3,403.3,403.3
105.0,15847,-61.0,-87.0,2,0.00,215,12,404.0,404.0,404.0
103.0,15967,-61.3,-87.3,2,0.00,200,14,405.5,405.5,405.5
100.0,16150,-61.9,-87.9,2,0.00,215,21,407.9,407.9,407.9
94.0,16533,-62.0,-88.0,2,0.00,215,22,414.9,414.9,414.9
88.0,16942,-62.2,-88.2,2,0.00,240,18,422.5,422.5,422.5
86.0,17085,-62.2,-88.2,2,0.00,230,14,425.1,425.1,425.1
76.0,17850,-62.5,-88.5,2,0.00,245,20,439.8,439.9,439.8
74.0,18016,-62.6,-88.6,2,0.00,270,10,443.1,443.1,443.1
70.0,18360,-62.7,-88.7,2,0.00,235,12,449.9,449.9,449.9
68.0,18538,-62.6,-88.7,2,0.00,225,10,453.8,453.8,453.8
65.0,18816,-62.5,-88.8,2,0.00,265,11,459.9,459.9,459.9
64.0,18911,-62.5,-88.8,2,0.00,285,10,462.0,462.0,462.0
62.0,19107,-62.4,-88.9,2,0.00,265,4,466.4,466.4,466.4
59.0,19412,-62.3,-89.0,2,0.00,220,10,473.3,473.3,473.3
56.0,19733,-62.2,-89.0,2,0.00,250,15,480.6,480.6,480.6
53.2,20049,-62.1,-89.1,2,0.00,253,21,488.0,488.0,488.0
52.0,20189,-62.5,-89.2,2,0.00,255,23,490.1,490.2,490.1
50.0,20430,-63.3,-89.3,2,0.00,280,16,493.9,493.9,493.9
49.0,20554,-63.6,-89.6,2,0.00,295,13,496.1,496.1,496.1
46.0,20941,-64.4,-90.4,2,0.00,290,12,503.0,503.1,503.0
44.5,21145,-64.9,-90.9,2,0.00,256,11,506.7,506.7,506.7
44.0,21214,-64.8,-90.8,2,0.00,245,10,508.6,508.6,508.6
43.0,21356,-64.7,-90.7,2,0.00,270,15,512.3,512.3,512.3
39.0,21956,-64.0,-90.3,2,0.00,290,3,528.5,528.6,528.5
38.0,22116,-63.8,-90.2,2,0.00,260,11,533.0,533.0,533.0
36.0,22449,-63.4,-89.9,2,0.00,250,18,542.2,542.3,542.2
35.0,22622,-63.2,-89.8,2,0.00,235,16,547.1,547.2,547.1
34.0,22800,-63.0,-89.7,2,0.00,270,18,552.2,552.3,552.2
32.0,23173,-62.6,-89.4,2,0.00,240,11,563.0,563.1,563.0
31.0,23368,-62.3,-89.2,2,0.00,225,19,568.8,568.8,568.8
30.0,23570,-62.1,-89.1,2,0.00,250,24,574.8,574.8,574.8
29.0,23779,-61.7,-89.4,1,0.00,255,24,581.5,581.5,581.5
28.5,23887,-61.5,-89.5,1,0.00,266,22,584.9,585.0,584.9
27.0,24220,-61.7,-89.7,1,0.00,300,14,593.5,593.5,593.5
26.0,24453,-61.8,-89.8,1,0.00,270,12,599.6,599.6,599.6
22.0,25482,-62.4,-90.4,1,0.01,250,30,627.2,627.2,627.2
21.0,25769,-62.5,-90.5,1,0.01,265,34,635.1,635.2,635.1
20.0,26070,-62.7,-90.7,1,0.01,280,24,643.5,643.6,643.5
19.7,26163,-63.3,-90.3,1,0.01,280,25,644.5,644.5,644.5
19.0,26390,-62.9,-90.1,1,0.01,280,27,652.4,652.4,652.4
18.0,26728,-62.3,-89.7,1,0.01,265,24,664.3,664.4,664.3
17.0,27086,-61.7,-89.4,1,0.01,245,30,677.2,677.3,677.2
16.0,27466,-61.1,-89.0,1,0.01,250,38,691.1,691.2,691.1
15.0,27870,-60.4,-88.6,1,0.01,285,40,706.3,706.4,706.3
14.0,28303,-59.7,-88.2,1,0.01,270,35,722.8,723.0,722.8
12.0,29268,-58.0,-87.2,1,0.02,265,67,761.2,761.4,761.2
11.0,29813,-57.1,-86.7,1,0.02,270,55,783.7,783.9,783.7
10.0,30410,-56.1,-86.1,1,0.02,270,65,809.1,809.4,809.1
9.3,30874,-53.5,-84.5,1,0.03,273,66,835.9,836.4,835.9
9.0,31084,-53.9,-84.7,1,0.03,275,67,842.3,842.7,842.3
8.0,31838,-55.3,-85.3,1,0.03,260,80,865.5,866.0,865.5
7.0,32701,-52.9,-83.7,1,0.05,260,89,908.9,909.6,909.0
6.0,33698,-50.2,-81.9,1,0.08,270,83,961.6,962.8,961.7
