SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131113/0000,41.65,12.43,32.0,3.38,3.68,3.52,104.19,13.10,22.30,25.50,47.80,0.00,0.00,0.00,0.00,0.00,0.00,279.78,882.98,289.92,6.99,5520.00,17.6,17.6
