PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
511.0,5518,-19.5,-23.3,72,1.15,228,14,307.3,311.2,307.5
507.0,5577,-19.8,-24.4,67,1.05,225,13,307.6,311.2,307.8
500.0,5680,-20.3,-26.3,59,0.90,230,15,308.2,311.3,308.4
483.0,5935,-22.1,-29.1,53,0.72,228,16,309.1,311.6,309.2
433.0,6728,-29.1,-32.7,71,0.57,220,20,310.0,312.0,310.1
432.0,6744,-29.2,-32.9,70,0.56,220,20,310.0,312.0,310.1
402.0,7255,-33.0,-39.8,51,0.30,195,20,311.5,312.6,311.6
400.0,7290,-33.3,-40.3,49,0.29,195,20,311.6,312.7,311.7
380.0,7648,-35.7,-47.7,28,0.14,197,20,313.1,313.6,313.1
327.0,8669,-45.1,-52.1,45,0.09,203,22,313.9,314.2,313.9
311.0,9003,-46.7,-61.7,16,0.03,205,22,316.1,316.3,316.2
308.0,9067,-47.2,-62.5,16,0.03,205,22,316.4,316.5,316.4
300.0,9240,-48.5,-64.5,14,0.02,185,20,316.9,317.0,316.9
286.0,9554,-50.3,-66.3,13,0.02,157,20,318.7,318.8,318.7
278.0,9739,-50.9,-67.7,12,0.02,140,20,320.4,320.5,320.4
272.0,9881,-51.3,-68.8,11,0.01,130,22,321.8,321.8,321.8
264.0,10075,-52.0,-70.3,9,0.01,155,23,323.6,323.6,323.6
250.0,10430,-53.1,-73.1,7,0.01,150,27,327.0,327.0,327.0
243.0,10611,-53.7,-73.7,7,0.01,150,24,328.8,328.9,328.8
234.0,10851,-54.4,-74.4,7,0.01,165,26,331.3,331.3,331.3
211.0,11509,-56.4,-76.4,6,0.01,165,32,338.0,338.0,338.0
200.0,11850,-57.5,-77.5,6,0.00,165,21,341.6,341.6,341.6
191.0,12138,-60.0,-79.1,7,0.00,170,23,342.0,342.1,342.0
190.0,12171,-60.3,-79.3,7,0.00,175,24,342.1,342.1,342.1
185.0,12338,-59.9,-80.3,5,0.00,210,25,345.3,345.3,345.3
177.0,12614,-59.3,-82.0,4,0.00,175,18,350.7,350.7,350.7
169.0,12903,-58.7,-83.8,3,0.00,170,34,356.4,356.5,356.4
160.0,13246,-57.9,-85.9,2,0.00,193,30,363.4,363.4,363.4
150.0,13650,-59.5,-88.5,1,0.00,220,25,367.4,367.4,367.4
149.0,13692,-59.6,-88.5,1,0.00,225,24,367.9,367.9,367.9
146.0,13819,-60.0,-88.6,1,0.00,215,18,369.4,369.4,369.4
140.0,14082,-60.7,-88.7,1,0.00,206,26,372.6,372.6,372.6
139.0,14127,-60.6,-88.7,1,0.00,205,27,373.5,373.6,373.5
136.0,14264,-60.2,-88.8,1,0.00,210,17,376.5,376.5,376.5
134.0,14357,-60.0,-88.9,1,0.00,200,14,378.5,378.5,378.5
131.0,14499,-59.7,-89.0,1,0.00,175,18,381.6,381.6,381.6
128.0,14645,-59.3,-89.0,1,0.00,165,21,384.8,384.8,384.8
121.0,14998,-58.4,-89.3,1,0.00,200,18,392.6,392.6,392.6
120.0,15050,-58.3,-89.3,1,0.00,202,18,393.8,393.8,393.8
115.0,15317,-59.8,-89.8,1,0.00,210,18,395.9,395.9,395.9
110.0,15595,-61.3,-90.3,1,0.00,185,19,398.0,398.0,398.0
105.0,15886,-60.9,-90.4,1,0.00,230,17,404.1,404.1,404.1
100.0,16190,-60.5,-90.5,1,0.00,210,13,410.6,410.6,410.6
93.0,16641,-60.2,-90.6,1,0.00,230,10,419.8,419.8,419.8
90.0,16845,-60.0,-90.6,1,0.00,210,10,424.1,424.1,424.1
83.7,17296,-59.7,-90.7,1,0.00,250,10,433.6,433.6,433.6
83.0,17348,-60.0,-90.9,1,0.00,255,10,434.0,434.1,434.0
77.7,17756,-62.3,-92.3,1,0.00,360,3,437.5,437.5,437.5
76.0,17893,-62.0,-92.3,1,0.00,35,1,440.8,440.8,440.8
70.0,18400,-61.1,-92.1,1,0.00,245,7,453.3,453.3,453.3
67.0,18672,-60.5,-91.5,1,0.00,205,10,460.3,460.3,460.3
65.9,18775,-60.3,-91.3,1,0.00,219,14,462.9,463.0,462.9
64.0,18955,-60.6,-91.5,1,0.00,245,22,466.2,466.2,466.2
63.0,19053,-60.8,-91.6,1,0.00,255,20,467.9,467.9,467.9
60.0,19354,-61.2,-91.9,1,0.00,250,17,473.4,473.4,473.4
58.0,19563,-61.6,-92.1,1,0.00,290,10,477.2,477.2,477.2
55.0,19891,-62.1,-92.5,1,0.00,300,10,483.3,483.3,483.3
54.0,20005,-62.3,-92.6,1,0.00,280,15,485.4,485.4,485.4
52.0,20238,-62.7,-92.8,1,0.00,285,12,489.8,489.8,489.8
51.0,20358,-62.9,-93.0,1,0.00,265,11,492.0,492.1,492.0
50.0,20480,-63.1,-93.1,1,0.00,275,11,494.4,494.4,494.4
49.0,20604,-63.3,-93.3,1,0.00,305,10,496.7,496.8,496.7
47.0,20860,-63.7,-93.7,1,0.00,315,5,501.7,501.7,501.7
45.3,21086,-64.1,-94.1,1,0.00,285,6,506.1,506.1,506.1
41.0,21701,-62.4,-92.4,1,0.00,205,10,524.9,524.9,524.9
39.7,21899,-61.9,-91.9,1,0.00,243,12,531.1,531.1,531.1
38.0,22169,-62.3,-92.3,1,0.00,295,14,536.7,536.8,536.7
36.0,22503,-62.8,-92.8,1,0.00,325,10,543.9,543.9,543.9
35.0,22677,-63.0,-93.0,1,0.00,330,10,547.6,547.6,547.6
34.0,22856,-63.3,-93.3,1,0.00,320,4,551.5,551.5,551.5
33.2,23002,-63.5,-93.5,1,0.00,279,6,554.7,554.7,554.7
32.0,23230,-62.0,-92.6,1,0.00,215,10,564.4,564.5,564.4
31.1,23406,-60.9,-91.9,1,0.00,219,20,572.1,572.1,572.1
31.0,23426,-61.0,-91.9,1,0.00,220,21,572.4,572.4,572.4
30.0,23630,-61.9,-91.9,1,0.00,235,26,575.3,575.3,575.3
28.0,24055,-62.0,-92.0,1,0.00,280,20,586.4,586.4,586.4
27.0,24280,-62.1,-92.1,1,0.00,275,21,592.3,592.3,592.3
25.0,24754,-62.3,-92.3,1,0.00,270,31,605.0,605.1,605.0
24.0,25006,-62.3,-92.3,1,0.00,290,22,611.9,611.9,611.9
23.0,25268,-62.4,-92.4,1,0.00,285,19,619.1,619.2,619.1
22.0,25542,-62.5,-92.5,1,0.00,275,21,626.8,626.8,626.8
21.0,25829,-62.6,-92.6,1,0.00,255,28,634.9,635.0,634.9
20.0,26130,-62.7,-92.7,1,0.00,270,34,643.5,643.6,643.5
19.5,26286,-63.3,-93.3,1,0.00,272,32,646.4,646.4,646.4
19.0,26447,-62.3,-92.6,1,0.00,275,30,654.2,654.2,654.2
18.0,26782,-60.3,-91.1,1,0.01,235,32,670.7,670.7,670.7
17.6,26921,-59.5,-90.5,1,0.01,242,33,677.6,677.7,677.6
16.0,27520,-59.1,-90.4,1,0.01,270,36,697.5,697.6,697.5
15.0,27925,-58.9,-90.3,1,0.01,250,45,711.3,711.4,711.3
14.0,28358,-58.6,-90.2,1,0.01,270,32,726.4,726.5,726.4
12.0,29326,-58.0,-90.0,1,0.01,255,55,761.2,761.3,761.2
11.6,29539,-57.9,-89.9,1,0.01,256,61,769.0,769.2,769.1
11.2,29762,-54.5,-87.5,1,0.02,257,66,789.1,789.3,789.1
10.0,30490,-53.1,-86.1,1,0.02,260,85,820.3,820.6,820.3
9.0,31171,-52.6,-85.6,1,0.03,265,75,847.4,847.8,847.4
8.0,31932,-52.0,-85.0,1,0.04,265,104,878.8,879.3,878.8
7.9,32013,-51.9,-84.9,1,0.04,265,104,882.2,882.7,882.2
7.6,32263,-51.7,-84.7,1,0.04,267,99,892.8,893.4,892.8
7.4,32436,-52.9,-85.9,1,0.03,268,95,894.8,895.2,894.8
7.0,32797,-51.3,-84.7,1,0.04,270,87,915.7,916.3,915.7
6.4,33381,-48.7,-82.7,1,0.07,267,89,950.4,951.4,950.5
6.0,33803,-49.6,-83.0,1,0.07,265,91,964.3,965.3,964.3
