SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131006/1200,41.65,12.43,32.0,0.79,-0.95,-1.34,157.22,6.30,23.10,24.70,47.80,319.75,427.58,-5.79,-3.75,273.45,272.50,870.26,888.02,22.81,30.50,287.41,914.41,294.86,11.31,5622.00,26.6,26.6
