PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
282.0,9271,-51.3,-72.3,6,0.01,235,18,318.5,318.6,318.5
278.0,9363,-51.8,-72.8,6,0.01,230,17,319.1,319.1,319.1
272.0,9504,-52.7,-73.7,6,0.01,215,19,319.8,319.9,319.8
252.0,9998,-55.6,-76.6,6,0.00,205,33,322.6,322.6,322.6
250.0,10050,-55.9,-76.9,6,0.00,210,31,322.8,322.9,322.8
249.0,10075,-56.1,-77.1,6,0.00,210,31,322.9,322.9,322.9
245.0,10179,-52.5,-76.5,4,0.00,234,27,329.8,329.8,329.8
244.0,10205,-52.4,-77.0,4,0.00,240,26,330.3,330.3,330.3
236.0,10421,-51.9,-80.9,2,0.00,246,25,334.2,334.2,334.2
230.0,10587,-52.0,-81.6,2,0.00,250,25,336.6,336.6,336.6
216.0,10993,-52.2,-83.4,1,0.00,220,21,342.3,342.3,342.3
208.0,11237,-52.4,-84.4,1,0.00,245,17,345.8,345.8,345.8
206.0,11299,-52.4,-84.7,1,0.00,250,17,346.7,346.7,346.7
200.0,11490,-52.5,-85.5,1,0.00,235,20,349.5,349.5,349.5
198.0,11555,-52.4,-85.3,1,0.00,230,24,350.7,350.7,350.7
187.0,11925,-51.5,-84.5,1,0.00,239,28,357.9,357.9,357.9
179.0,12207,-51.7,-84.7,1,0.00,245,31,362.0,362.0,362.0
170.0,12541,-52.0,-85.0,1,0.00,250,20,366.9,366.9,366.9
167.0,12656,-52.1,-85.1,1,0.00,240,16,368.6,368.6,368.6
162.0,12852,-52.3,-85.3,1,0.00,255,25,371.5,371.5,371.5
151.0,13307,-52.7,-85.7,1,0.00,255,20,378.4,378.4,378.4
150.0,13350,-52.7,-85.7,1,0.00,250,20,379.1,379.1,379.1
144.0,13611,-53.5,-86.2,1,0.00,225,26,382.2,382.2,382.2
141.0,13746,-53.8,-86.5,1,0.00,240,26,383.8,383.9,383.8
137.0,13930,-54.4,-86.8,1,0.00,225,29,386.1,386.1,386.1
126.0,14466,-55.9,-87.9,1,0.00,245,21,392.6,392.6,392.6
121.0,14725,-54.3,-86.8,1,0.00,255,17,400.2,400.2,400.2
117.0,14941,-52.9,-85.9,1,0.00,229,22,406.6,406.6,406.6
115.0,15051,-53.0,-86.0,1,0.00,215,25,408.4,408.4,408.4
111.0,15279,-53.2,-86.2,1,0.00,220,31,412.1,412.1,412.1
107.0,15515,-53.5,-86.5,1,0.00,230,20,416.0,416.0,416.0
102.0,15823,-53.8,-86.8,1,0.00,195,18,421.2,421.2,421.2
100.0,15950,-53.9,-86.9,1,0.00,205,17,423.3,423.3,423.3
97.0,16145,-54.2,-87.1,1,0.00,230,23,426.3,426.4,426.3
92.0,16484,-54.8,-87.5,1,0.00,235,38,431.7,431.7,431.7
89.0,16696,-55.2,-87.7,1,0.00,250,28,435.0,435.0,435.0
86.0,16915,-55.6,-87.9,1,0.00,250,20,438.5,438.6,438.5
84.0,17066,-55.9,-88.1,1,0.00,245,27,441.0,441.0,441.0
81.0,17299,-56.3,-88.3,1,0.00,235,18,444.7,444.7,444.7
79.3,17434,-56.5,-88.5,1,0.00,210,18,446.9,447.0,446.9
79.0,17458,-56.5,-88.5,1,0.00,205,18,447.5,447.5,447.5
74.0,17876,-55.8,-87.8,1,0.00,245,21,457.3,457.3,457.3
72.0,18050,-55.6,-87.6,1,0.00,230,16,461.4,461.4,461.4
70.0,18230,-55.3,-87.3,1,0.00,255,12,465.7,465.8,465.7
69.0,18322,-55.3,-87.3,1,0.00,280,10,467.6,467.6,467.6
67.0,18509,-55.4,-87.4,1,0.00,285,6,471.3,471.4,471.4
64.8,18722,-55.5,-87.5,1,0.00,239,10,475.7,475.7,475.7
63.0,18899,-56.5,-88.3,1,0.00,200,13,477.4,477.4,477.4
55.0,19753,-61.2,-92.2,1,0.00,255,24,485.5,485.5,485.5
54.8,19776,-61.3,-92.3,1,0.00,250,24,485.7,485.7,485.7
54.0,19868,-60.6,-91.8,1,0.00,255,20,489.3,489.3,489.3
53.0,19985,-59.8,-91.1,1,0.00,225,12,493.9,493.9,493.9
51.0,20226,-58.0,-89.8,1,0.00,205,18,503.5,503.5,503.5
50.0,20350,-57.1,-89.1,1,0.00,205,22,508.5,508.5,508.5
47.0,20742,-56.0,-88.0,1,0.00,260,19,520.2,520.2,520.2
46.7,20782,-55.9,-87.9,1,0.00,255,19,521.4,521.4,521.4
45.0,21017,-56.0,-88.0,1,0.00,225,20,526.6,526.6,526.6
42.0,21453,-56.3,-88.3,1,0.00,235,10,536.4,536.4,536.4
41.0,21605,-56.4,-88.4,1,0.00,245,8,539.8,539.9,539.8
40.0,21761,-56.5,-88.5,1,0.00,220,12,543.4,543.4,543.4
39.0,21921,-56.6,-88.6,1,0.00,245,21,547.1,547.1,547.1
38.0,22086,-56.7,-88.7,1,0.00,240,31,550.9,550.9,550.9
34.0,22789,-57.2,-89.2,1,0.00,265,17,567.5,567.5,567.5
33.0,22977,-57.3,-89.3,1,0.00,260,13,572.0,572.0,572.0
32.0,23172,-57.4,-89.4,1,0.00,245,17,576.7,576.8,576.7
30.0,23580,-57.7,-89.7,1,0.00,270,21,586.8,586.8,586.8
27.0,24243,-57.9,-89.7,1,0.00,195,23,604.1,604.1,604.1
24.0,24983,-58.1,-89.6,1,0.01,260,25,624.1,624.1,624.1
22.0,25531,-58.3,-89.5,1,0.01,250,23,639.3,639.4,639.3
20.0,26130,-58.5,-89.5,1,0.01,255,31,656.4,656.4,656.4
19.0,26452,-58.7,-89.7,1,0.01,275,40,665.5,665.6,665.5
18.0,26792,-58.9,-89.9,1,0.01,255,34,675.2,675.3,675.2
17.0,27151,-59.1,-90.1,1,0.01,270,30,685.7,685.8,685.7
16.0,27532,-59.3,-90.3,1,0.01,275,44,697.0,697.1,697.0
15.1,27895,-59.5,-90.5,1,0.01,271,32,707.9,708.0,707.9
15.0,27937,-59.5,-90.5,1,0.01,270,31,709.3,709.4,709.3
14.0,28370,-59.4,-90.4,1,0.01,245,31,723.8,723.8,723.8
13.0,28834,-59.3,-90.3,1,0.01,250,27,739.6,739.7,739.6
12.0,29341,-56.0,-87.8,1,0.01,250,61,768.4,768.6,768.4
11.8,29448,-55.3,-87.3,1,0.02,256,65,774.5,774.8,774.6
11.1,29836,-56.1,-88.1,1,0.02,280,79,785.3,785.5,785.3
11.0,29894,-56.2,-88.2,1,0.02,280,79,786.9,787.0,786.9
10.0,30500,-57.5,-89.5,1,0.01,250,65,803.9,804.0,803.9
9.0,31163,-58.0,-89.6,1,0.01,265,76,826.6,826.8,826.6
