PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1003.0,32,14.0,9.0,72,7.23,280,12,286.9,307.4,288.2
1000.0,60,13.0,5.0,58,5.50,285,10,286.1,301.9,287.1
992.0,127,12.6,3.6,54,5.02,282,11,286.4,300.8,287.3
925.0,709,7.2,2.7,73,5.05,255,15,286.7,301.2,287.5
881.0,1107,3.4,2.5,94,5.23,247,17,286.7,301.7,287.6
867.0,1237,2.6,0.6,87,4.64,245,18,287.2,300.6,288.0
850.0,1397,1.6,-1.7,79,3.99,220,16,287.8,299.5,288.5
845.0,1444,1.3,-2.1,78,3.89,215,17,288.0,299.4,288.6
803.0,1852,-1.4,-5.7,72,3.13,240,18,289.4,298.7,289.9
785.0,2033,-2.6,-7.3,70,2.83,230,19,290.0,298.5,290.5
777.0,2115,-3.1,-8.0,69,2.71,247,22,290.2,298.4,290.7
773.0,2155,-3.3,-7.7,71,2.78,255,23,290.5,298.9,291.0
749.0,2404,-4.4,-5.8,89,3.31,235,20,291.9,301.9,292.5
742.0,2479,-4.7,-5.3,96,3.49,235,21,292.3,302.8,293.0
700.0,2935,-7.5,-7.7,98,3.07,235,29,294.1,303.5,294.7
679.0,3172,-8.9,-9.1,98,2.84,233,33,295.2,303.9,295.7
618.0,3894,-13.7,-14.1,97,2.09,226,44,297.7,304.3,298.1
614.0,3943,-14.1,-15.4,89,1.88,225,45,297.8,303.8,298.1
587.0,4283,-16.7,-24.7,50,0.88,221,43,298.6,301.6,298.8
543.0,4864,-19.7,-23.5,72,1.06,214,40,301.8,305.3,302.0
521.0,5168,-22.3,-25.6,74,0.92,210,38,302.2,305.3,302.4
500.0,5470,-24.9,-27.7,77,0.79,215,41,302.6,305.3,302.8
483.0,5720,-26.9,-28.9,83,0.73,212,44,303.2,305.7,303.3
432.0,6514,-33.3,-36.0,77,0.41,202,52,304.9,306.3,304.9
421.0,6694,-34.6,-40.6,54,0.26,200,54,305.5,306.4,305.5
405.0,6964,-36.5,-47.5,31,0.13,204,47,306.4,306.9,306.4
400.0,7050,-37.3,-47.3,35,0.13,205,45,306.4,306.9,306.5
393.0,7170,-38.4,-47.8,36,0.13,205,45,306.5,307.0,306.6
339.0,8170,-47.7,-52.2,60,0.09,210,49,307.1,307.4,307.1
311.0,8736,-50.9,-64.9,17,0.02,214,52,310.3,310.4,310.3
300.0,8970,-52.9,-65.9,19,0.02,215,53,310.7,310.8,310.7
281.0,9389,-55.9,-65.9,27,0.02,215,51,312.2,312.3,312.2
275.0,9526,-56.3,-68.3,21,0.01,215,50,313.6,313.6,313.6
261.0,9857,-56.3,-70.5,15,0.01,215,57,318.3,318.4,318.3
254.0,10029,-56.3,-71.6,13,0.01,225,59,320.8,320.8,320.8
250.0,10130,-56.3,-72.3,12,0.01,230,58,322.2,322.3,322.2
246.0,10234,-56.0,-72.6,11,0.01,240,55,324.1,324.1,324.1
227.0,10753,-54.8,-74.3,7,0.01,240,40,333.5,333.5,333.5
224.0,10839,-54.6,-74.6,7,0.01,235,34,335.1,335.1,335.1
212.0,11194,-53.8,-75.7,5,0.01,225,40,341.7,341.7,341.7
206.0,11379,-53.4,-76.3,4,0.01,235,51,345.2,345.2,345.2
200.0,11570,-52.9,-76.9,4,0.01,230,45,348.8,348.9,348.8
195.0,11733,-52.5,-76.5,4,0.01,230,37,351.9,352.0,351.9
189.0,11934,-52.1,-76.1,4,0.01,237,39,355.8,355.8,355.8
182.0,12175,-52.8,-76.6,4,0.01,245,41,358.6,358.6,358.6
165.0,12802,-54.5,-77.8,4,0.01,235,53,365.9,365.9,365.9
158.0,13079,-55.2,-78.4,4,0.01,240,41,369.2,369.2,369.2
154.0,13243,-55.7,-78.7,4,0.01,232,38,371.1,371.1,371.1
153.0,13284,-55.6,-78.8,4,0.01,230,37,372.0,372.0,372.0
150.0,13410,-55.3,-79.3,4,0.00,225,37,374.6,374.6,374.6
141.0,13808,-54.7,-79.0,3,0.01,225,44,382.3,382.3,382.3
132.0,14231,-54.1,-78.7,3,0.01,205,26,390.6,390.6,390.6
122.0,14737,-53.4,-78.3,3,0.01,230,45,400.8,400.9,400.8
118.0,14952,-53.1,-78.1,3,0.01,245,40,405.2,405.3,405.2
100.0,16010,-57.3,-81.3,3,0.01,245,35,416.7,416.8,416.7
