SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIML,16080,131119/1200,45.43,9.28,103.0,0.04,1.71,1.65,236.22,30.70,27.30,27.50,54.80,0.00,0.00,0.00,0.00,0.00,0.00,282.05,956.72,285.66,7.54,5456.00,21.1,21.1
