PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
65.0,18920,-61.1,-87.1,2,0.00,245,10,463.1,463.1,463.1
61.0,19314,-61.3,-87.3,2,0.00,315,14,471.0,471.0,471.0
60.0,19417,-61.4,-87.4,2,0.00,325,15,473.1,473.1,473.1
56.1,19834,-61.7,-87.7,2,0.00,345,11,481.6,481.6,481.6
50.8,20443,-65.5,-89.5,2,0.00,15,6,486.5,486.5,486.5
50.0,20540,-64.7,-88.7,2,0.00,20,5,490.6,490.6,490.6
39.0,22072,-62.6,-88.0,2,0.00,0,0,532.1,532.1,532.1
38.0,22232,-62.3,-88.0,2,0.00,235,10,536.6,536.7,536.6
37.0,22397,-62.1,-87.9,2,0.00,260,15,541.3,541.4,541.3
36.0,22566,-61.9,-87.8,2,0.00,265,15,546.2,546.2,546.2
35.0,22739,-61.6,-87.7,2,0.01,310,10,551.2,551.3,551.2
33.0,23102,-61.1,-87.6,2,0.01,275,12,561.9,562.0,561.9
32.0,23292,-60.9,-87.5,2,0.01,225,10,567.6,567.6,567.6
30.0,23690,-60.3,-87.3,2,0.01,275,6,579.7,579.7,579.7
29.0,23902,-60.0,-87.1,2,0.01,260,10,586.0,586.1,586.0
28.0,24122,-59.8,-87.0,2,0.01,260,11,592.7,592.7,592.7
27.0,24350,-59.5,-86.8,2,0.01,310,10,599.6,599.7,599.6
24.0,25087,-58.6,-86.3,2,0.01,0,0,622.8,622.8,622.8
23.0,25353,-58.3,-86.1,2,0.01,245,17,631.3,631.4,631.3
22.0,25632,-58.0,-85.8,2,0.01,235,12,640.4,640.5,640.4
21.3,25834,-57.7,-85.7,2,0.01,256,11,647.1,647.2,647.1
21.0,25923,-57.8,-85.8,2,0.01,265,11,649.3,649.4,649.3
20.0,26230,-58.3,-86.3,2,0.01,270,17,657.0,657.1,657.0
19.0,26550,-59.8,-87.1,2,0.01,270,16,662.2,662.3,662.2
18.5,26717,-60.5,-87.5,2,0.01,258,13,664.9,665.0,664.9
18.0,26889,-59.8,-87.1,2,0.01,245,10,672.2,672.4,672.2
17.0,27249,-58.4,-86.3,2,0.01,245,20,687.8,687.9,687.8
16.0,27630,-57.0,-85.4,2,0.02,270,31,704.6,704.8,704.6
15.2,27952,-55.7,-84.7,2,0.02,276,26,719.2,719.4,719.2
14.0,28472,-57.2,-85.7,2,0.02,285,19,731.3,731.5,731.3
13.0,28940,-58.5,-86.5,2,0.02,260,18,742.3,742.5,742.4
12.0,29449,-56.5,-85.2,2,0.02,265,27,766.6,766.9,766.6
11.0,30002,-54.3,-83.8,2,0.03,270,26,793.7,794.1,793.8
10.3,30420,-52.7,-82.7,1,0.04,287,34,814.8,815.4,814.9
10.0,30610,-53.7,-82.7,2,0.04,295,37,818.0,818.5,818.0
9.4,31007,-54.3,-83.3,2,0.04,274,33,830.3,830.9,830.4
9.0,31288,-53.4,-82.7,2,0.05,260,30,844.2,844.9,844.3
8.0,32048,-50.9,-80.9,2,0.07,255,44,883.0,884.0,883.0
7.0,32920,-50.1,-80.6,2,0.09,275,54,920.6,921.8,920.6
6.1,33819,-49.3,-80.3,1,0.10,266,62,961.0,962.5,961.0
