PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1009.0,10,13.0,12.0,94,8.80,160,25,285.4,310.0,286.9
1007.0,25,13.3,11.4,88,8.48,150,11,285.9,309.6,287.4
1000.0,77,14.4,9.4,72,7.45,145,20,287.6,308.7,288.8
994.0,128,13.5,9.5,76,7.54,155,25,287.2,308.5,288.5
993.0,136,13.4,9.5,77,7.56,156,25,287.1,308.5,288.4
989.0,170,15.0,8.0,63,6.85,161,25,289.1,308.7,290.3
970.0,335,16.2,5.2,48,5.75,186,23,291.9,308.7,292.9
959.0,432,15.9,4.3,46,5.47,200,22,292.5,308.6,293.5
930.0,692,15.0,2.0,41,4.78,209,26,294.2,308.4,295.0
925.0,738,14.4,1.4,41,4.60,210,27,294.0,307.7,294.9
908.0,894,12.6,0.6,44,4.42,218,34,293.7,306.9,294.5
893.0,1034,12.8,-0.9,39,4.03,225,40,295.3,307.5,296.0
890.0,1062,12.8,-1.2,38,3.95,224,40,295.6,307.6,296.3
850.0,1445,9.2,-2.8,43,3.68,215,47,295.8,306.9,296.4
839.0,1551,8.1,-2.8,46,3.72,205,51,295.8,307.0,296.4
775.0,2200,1.6,-2.9,72,4.00,212,63,295.5,307.6,296.2
754.0,2420,0.2,-2.5,82,4.25,215,67,296.4,309.2,297.1
