SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIML,16080,131116/0000,45.43,9.28,103.0,5.46,9.58,9.59,87.81,23.50,21.30,23.70,45.00,0.00,0.00,0.00,0.00,0.00,0.00,278.51,936.56,283.80,6.04,5489.00,21.4,21.4
