SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIML,16080,131116/1200,45.43,9.28,103.0,5.23,8.29,8.22,47.01,14.10,19.10,26.10,45.20,0.00,0.00,0.00,0.00,0.00,0.00,279.27,937.71,284.47,6.37,5517.00,16.3,16.3
