PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
454.0,6415,-23.1,-49.1,7,0.10,101,28,313.3,313.7,313.4
406.0,7222,-29.4,-52.8,9,0.07,110,30,315.3,315.6,315.3
400.0,7330,-30.3,-53.3,9,0.07,115,33,315.5,315.8,315.5
365.0,7974,-34.7,-60.7,5,0.03,124,50,318.0,318.1,318.0
363.0,8012,-35.0,-60.5,6,0.03,125,51,318.1,318.2,318.1
339.0,8485,-38.9,-57.9,12,0.05,121,57,319.1,319.3,319.1
321.0,8856,-42.1,-48.1,52,0.15,119,62,319.7,320.3,319.7
316.0,8962,-42.5,-51.5,37,0.11,118,63,320.6,321.0,320.6
314.0,9004,-42.7,-48.7,52,0.15,117,64,320.9,321.4,320.9
300.0,9310,-45.3,-50.2,58,0.13,115,68,321.4,321.9,321.4
286.0,9625,-48.2,-52.0,64,0.11,115,74,321.6,322.1,321.6
272.0,9956,-51.3,-54.0,73,0.09,115,73,321.8,322.2,321.8
266.0,10100,-52.7,-55.4,72,0.08,115,73,321.8,322.2,321.9
256.0,10347,-53.3,-59.3,48,0.05,115,87,324.5,324.7,324.5
250.0,10500,-53.7,-58.7,54,0.06,115,95,326.1,326.3,326.1
241.0,10734,-55.8,-60.0,59,0.05,120,96,326.4,326.6,326.4
237.0,10840,-56.7,-60.6,61,0.05,120,94,326.6,326.8,326.6
204.0,11778,-61.9,-73.9,19,0.01,115,79,332.7,332.7,332.7
200.0,11900,-61.7,-73.7,19,0.01,115,76,334.9,334.9,334.9
193.0,12122,-61.6,-74.9,16,0.01,115,72,338.4,338.4,338.4
174.0,12767,-61.5,-78.3,9,0.01,120,46,348.8,348.8,348.8
150.0,13690,-61.3,-83.3,4,0.00,125,40,364.3,364.3,364.3
148.0,13774,-61.1,-83.5,4,0.00,120,40,366.0,366.0,366.0
140.0,14120,-60.4,-84.3,3,0.00,140,33,373.2,373.2,373.2
132.0,14487,-59.5,-85.2,2,0.00,125,28,381.0,381.0,381.0
126.0,14777,-58.9,-85.9,2,0.00,131,22,387.2,387.2,387.2
122.0,14977,-59.5,-86.3,2,0.00,135,18,389.6,389.6,389.6
115.0,15343,-60.7,-86.9,2,0.00,125,25,394.1,394.1,394.1
114.0,15397,-60.9,-87.0,2,0.00,135,27,394.8,394.8,394.8
108.0,15733,-62.0,-87.6,2,0.00,160,17,398.9,398.9,398.9
100.0,16210,-63.5,-88.5,2,0.00,150,5,404.8,404.8,404.8
92.0,16726,-62.3,-88.2,2,0.00,135,15,417.0,417.0,417.0
91.0,16793,-62.1,-88.2,2,0.00,135,16,418.6,418.6,418.6
88.0,17001,-61.6,-88.1,2,0.00,170,10,423.6,423.7,423.6
84.0,17288,-60.9,-87.9,2,0.00,178,4,430.7,430.7,430.7
83.0,17363,-61.0,-88.0,2,0.00,180,2,432.1,432.1,432.1
80.0,17591,-61.2,-88.4,2,0.00,170,10,436.2,436.2,436.2
78.0,17748,-61.3,-88.7,2,0.00,180,13,439.1,439.1,439.1
74.0,18075,-61.6,-89.3,1,0.00,200,13,445.1,445.2,445.1
73.0,18160,-61.7,-89.4,1,0.00,230,10,446.7,446.7,446.7
70.0,18420,-61.9,-89.9,1,0.00,10,3,451.6,451.6,451.6
68.0,18599,-62.1,-90.0,1,0.00,105,10,455.0,455.1,455.0
57.0,19690,-63.0,-90.4,1,0.00,175,11,476.4,476.4,476.4
52.0,20258,-63.5,-90.6,1,0.00,185,10,487.9,488.0,487.9
50.0,20500,-63.7,-90.7,1,0.00,225,13,492.9,493.0,492.9
48.0,20750,-63.9,-90.9,1,0.00,260,13,498.4,498.4,498.4
42.0,21568,-64.4,-91.4,1,0.00,220,10,516.4,516.5,516.4
40.0,21867,-64.6,-91.6,1,0.00,0,0,523.2,523.2,523.2
36.0,22513,-65.0,-92.0,1,0.00,285,20,538.1,538.1,538.1
34.0,22863,-65.2,-92.2,1,0.00,335,12,546.4,546.4,546.4
32.0,23235,-65.5,-92.5,1,0.00,270,2,555.3,555.3,555.3
30.0,23630,-65.7,-92.7,1,0.00,290,7,565.0,565.0,565.0
27.0,24274,-65.6,-92.9,1,0.00,270,10,582.5,582.5,582.5
26.0,24505,-65.6,-92.9,1,0.00,290,10,588.9,589.0,588.9
25.0,24745,-65.5,-93.0,1,0.00,300,10,595.7,595.7,595.7
24.0,24995,-65.5,-93.0,1,0.00,255,10,602.8,602.8,602.8
22.0,25527,-65.4,-93.2,1,0.00,270,5,618.2,618.3,618.2
20.0,26110,-65.3,-93.3,1,0.00,250,19,635.6,635.6,635.6
19.0,26421,-65.4,-93.3,1,0.00,240,19,644.5,644.6,644.5
18.0,26750,-65.6,-93.2,1,0.00,265,18,654.1,654.2,654.1
17.0,27097,-65.7,-93.2,1,0.00,250,12,664.4,664.5,664.4
16.0,27465,-65.9,-93.2,1,0.00,255,32,675.5,675.5,675.5
15.0,27857,-66.1,-93.1,1,0.00,260,27,687.5,687.5,687.5
