PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1012.0,103,9.4,8.6,95,6.97,0,0,281.6,300.9,282.8
1000.0,201,9.0,7.4,90,6.50,235,3,282.1,300.2,283.3
985.0,326,8.2,5.7,84,5.86,260,6,282.6,299.0,283.6
971.0,445,9.8,4.8,71,5.58,283,10,285.3,301.2,286.3
970.0,453,9.8,4.8,71,5.60,285,10,285.4,301.3,286.4
964.0,505,9.8,4.9,72,5.68,280,10,285.9,302.1,286.9
942.0,697,9.8,5.4,74,6.00,246,5,287.8,305.0,288.9
925.0,848,8.6,5.1,79,5.99,220,1,288.1,305.3,289.1
888.0,1184,5.6,4.2,91,5.85,126,9,288.4,305.2,289.4
882.0,1240,5.5,3.9,90,5.78,110,10,288.8,305.4,289.8
870.0,1352,5.2,3.4,88,5.63,105,16,289.7,306.0,290.7
857.0,1475,5.0,2.7,86,5.47,90,15,290.6,306.6,291.6
850.0,1542,4.8,2.4,84,5.38,90,14,291.2,306.9,292.1
819.0,1844,3.4,1.1,85,5.09,87,13,292.8,307.8,293.7
805.0,1983,2.3,0.5,88,4.94,85,12,293.1,307.6,293.9
788.0,2155,0.9,-0.3,91,4.76,65,10,293.4,307.5,294.2
756.0,2488,-1.7,-1.9,99,4.42,80,15,294.0,307.2,294.8
737.0,2690,-2.2,-3.4,92,4.07,90,18,295.6,307.9,296.3
719.0,2887,-2.7,-4.8,86,3.75,85,20,297.1,308.6,297.8
706.0,3031,-3.1,-5.8,82,3.53,102,17,298.3,309.1,298.9
700.0,3099,-3.7,-6.3,82,3.43,110,16,298.4,308.9,299.0
697.0,3133,-4.0,-6.4,83,3.41,115,17,298.4,308.9,299.1
684.0,3281,-5.1,-7.0,86,3.32,110,16,298.8,309.1,299.4
667.0,3479,-6.6,-7.8,91,3.20,130,13,299.3,309.2,299.9
661.0,3550,-7.1,-8.1,93,3.16,125,15,299.5,309.3,300.0
656.0,3609,-6.1,-9.2,79,2.92,121,16,301.2,310.4,301.8
644.0,3754,-6.6,-10.8,72,2.63,110,19,302.3,310.6,302.8
613.0,4139,-7.9,-14.9,57,1.97,115,20,305.1,311.5,305.4
587.0,4471,-10.5,-17.2,58,1.71,120,21,305.9,311.5,306.2
553.0,4929,-14.0,-20.3,59,1.39,100,26,306.9,311.6,307.2
534.0,5197,-16.1,-22.1,60,1.23,100,28,307.5,311.7,307.7
500.0,5690,-18.9,-27.9,45,0.78,100,31,309.9,312.6,310.1
489.0,5856,-19.7,-29.7,41,0.67,99,33,310.9,313.3,311.1
460.0,6306,-23.7,-34.7,36,0.44,95,38,311.4,313.0,311.5
456.0,6369,-24.2,-35.2,35,0.42,95,39,311.5,313.1,311.6
400.0,7310,-32.3,-43.3,33,0.21,100,39,312.9,313.7,313.0
396.0,7379,-32.9,-43.8,33,0.20,100,40,313.0,313.8,313.0
322.0,8793,-45.9,-54.9,35,0.07,117,33,314.1,314.4,314.1
312.0,9001,-47.3,-57.2,31,0.05,120,32,315.0,315.2,315.0
300.0,9260,-49.1,-60.1,27,0.04,115,27,316.0,316.2,316.1
299.0,9281,-49.3,-60.1,27,0.04,115,27,316.1,316.2,316.1
277.0,9773,-53.6,-60.8,41,0.04,95,36,316.8,317.0,316.8
264.0,10082,-56.3,-61.2,54,0.04,95,39,317.2,317.4,317.2
255.0,10305,-58.3,-61.5,66,0.04,108,39,317.5,317.6,317.5
250.0,10430,-55.5,-59.8,59,0.05,115,39,323.4,323.6,323.4
249.0,10456,-55.5,-60.6,53,0.04,115,39,323.7,323.9,323.7
243.0,10611,-55.8,-65.3,30,0.02,100,44,325.6,325.7,325.6
237.0,10771,-56.1,-70.1,16,0.01,97,46,327.5,327.6,327.5
222.0,11183,-58.2,-71.4,17,0.01,90,53,330.5,330.5,330.5
208.0,11593,-60.2,-72.7,18,0.01,95,54,333.4,333.5,333.4
200.0,11840,-61.5,-73.5,19,0.01,100,49,335.2,335.3,335.2
196.0,11964,-62.5,-74.5,18,0.01,105,46,335.6,335.6,335.6
181.0,12463,-60.1,-78.2,8,0.00,110,36,347.2,347.2,347.2
164.0,13081,-57.2,-82.8,3,0.00,140,41,362.0,362.0,362.0
161.0,13196,-56.6,-83.7,2,0.00,145,37,364.9,364.9,364.9
153.0,13515,-55.1,-86.1,1,0.00,140,26,372.8,372.8,372.8
151.0,13598,-54.7,-86.7,1,0.00,133,23,374.9,374.9,374.9
150.0,13640,-54.7,-86.7,1,0.00,130,21,375.6,375.6,375.6
149.0,13682,-54.9,-86.8,1,0.00,125,20,376.0,376.0,376.0
143.0,13941,-56.3,-87.8,1,0.00,85,25,378.0,378.0,378.0
134.0,14351,-58.5,-89.3,1,0.00,90,36,381.2,381.2,381.2
125.0,14790,-60.8,-90.9,1,0.00,120,23,384.6,384.6,384.6
124.0,14840,-61.1,-91.1,1,0.00,125,23,385.0,385.0,385.0
121.0,14993,-61.0,-91.1,1,0.00,150,17,387.9,388.0,387.9
119.0,15097,-60.9,-91.1,1,0.00,140,13,390.0,390.0,390.0
116.0,15256,-60.7,-91.0,1,0.00,115,15,393.1,393.1,393.1
112.0,15474,-60.5,-91.0,1,0.00,115,23,397.4,397.4,397.4
107.0,15759,-60.3,-91.0,1,0.00,150,13,403.1,403.1,403.1
101.0,16118,-60.0,-90.9,1,0.00,135,9,410.4,410.4,410.4
100.0,16180,-59.9,-90.9,1,0.00,140,9,411.7,411.7,411.7
96.0,16434,-60.7,-91.7,1,0.00,135,19,415.1,415.1,415.1
95.0,16499,-60.9,-91.9,1,0.00,140,21,415.9,415.9,415.9
