SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIML,16080,131121/1200,45.43,9.28,103.0,3.53,2.41,2.40,137.01,23.10,25.90,27.40,53.30,10.86,15.32,-2.58,-2.11,735.47,734.77,903.19,906.68,0.23,0.33,277.01,941.14,281.89,5.41,5346.00,14.3,14.3
