SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131118/1200,41.65,12.43,32.0,2.04,0.71,0.69,144.83,22.70,23.70,26.30,50.00,18.28,37.80,-30.19,-26.54,0.59,1.22,282.04,898.18,290.84,8.03,5523.00,23.7
