SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIML,16080,131118/0000,45.43,9.28,103.0,7.40,8.32,8.32,29.61,21.40,21.20,22.30,43.50,0.00,0.00,0.00,0.00,0.00,0.00,277.55,926.94,283.65,5.70,5445.00,20.5,20.5
