SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIBR,16320,131117/1200,40.65,17.95,10.0,3.51,0.90,0.81,56.59,23.90,22.50,25.10,47.60,18.69,38.90,-13.69,-7.98,699.05,673.61,891.14,909.22,3.98,8.29,284.36,943.02,289.18,8.96,5518.00,24.8,24.8
