PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
502.0,5480,-21.7,-33.7,33,0.45,230,20,306.2,307.8,306.3
500.0,5510,-21.9,-33.9,33,0.44,230,21,306.3,307.8,306.4
458.0,6146,-27.3,-36.0,43,0.39,245,35,307.3,308.7,307.3
438.0,6470,-30.1,-37.1,50,0.36,234,35,307.7,309.0,307.8
421.0,6749,-32.6,-40.1,47,0.28,225,35,308.0,309.0,308.0
400.0,7110,-35.9,-43.9,44,0.20,230,35,308.2,309.0,308.3
394.0,7215,-37.1,-44.1,48,0.19,233,35,308.0,308.8,308.1
382.0,7423,-38.9,-45.9,47,0.17,240,36,308.4,309.0,308.4
339.0,8227,-45.7,-52.7,45,0.09,235,45,309.8,310.1,309.8
313.0,8764,-50.3,-57.3,43,0.05,228,39,310.6,310.8,310.6
303.0,8975,-51.5,-57.5,49,0.05,225,36,311.8,312.0,311.8
300.0,9040,-51.5,-58.5,43,0.05,230,35,312.6,312.9,312.7
295.0,9148,-51.3,-60.3,33,0.04,233,34,314.4,314.6,314.4
285.0,9368,-52.8,-62.4,30,0.03,240,32,315.4,315.5,315.4
267.0,9784,-55.7,-66.3,25,0.02,220,29,317.1,317.2,317.1
260.0,9953,-56.9,-67.9,24,0.02,225,34,317.8,317.8,317.8
250.0,10200,-56.9,-70.9,15,0.01,230,37,321.4,321.4,321.4
200.0,11630,-54.5,-84.5,1,0.00,225,44,346.3,346.3,346.3
194.0,11825,-52.9,-85.9,1,0.00,225,47,351.9,351.9,351.9
193.0,11858,-52.9,-85.9,1,0.00,225,48,352.4,352.4,352.4
179.0,12340,-53.4,-86.4,1,0.00,235,54,359.2,359.3,359.2
166.0,12822,-53.9,-86.9,1,0.00,245,49,366.3,366.3,366.3
150.0,13470,-54.5,-87.5,1,0.00,240,45,376.0,376.0,376.0
145.0,13687,-55.0,-87.7,1,0.00,230,51,378.9,378.9,378.9
133.0,14239,-56.1,-88.1,1,0.00,236,51,386.3,386.3,386.3
124.0,14688,-53.1,-86.1,1,0.00,240,51,399.5,399.5,399.5
117.0,15059,-54.6,-87.3,1,0.00,245,37,403.4,403.4,403.4
107.0,15630,-56.9,-89.1,1,0.00,240,35,409.5,409.5,409.5
104.0,15811,-57.6,-89.7,1,0.00,225,34,411.4,411.4,411.4
103.0,15873,-57.9,-89.9,1,0.00,225,34,412.1,412.1,412.1
100.0,16060,-57.3,-89.3,1,0.00,235,34,416.7,416.8,416.7
96.0,16317,-57.7,-89.5,1,0.00,245,27,420.8,420.9,420.8
91.0,16654,-58.2,-89.7,1,0.00,200,21,426.3,426.3,426.3
83.4,17203,-59.1,-90.1,1,0.00,246,27,435.3,435.3,435.3
82.0,17309,-57.6,-89.3,1,0.00,255,28,440.4,440.4,440.4
81.3,17363,-56.9,-88.9,1,0.00,252,27,442.9,443.0,442.9
78.0,17623,-58.3,-89.8,1,0.00,235,21,445.3,445.3,445.3
76.0,17785,-59.2,-90.3,1,0.00,200,18,446.8,446.8,446.8
73.0,18038,-60.6,-91.1,1,0.00,180,24,449.1,449.1,449.1
70.2,18282,-61.9,-91.9,1,0.00,213,27,451.2,451.3,451.2
70.0,18300,-61.7,-91.7,1,0.00,215,27,452.0,452.1,452.0
69.0,18390,-59.4,-90.2,1,0.00,220,29,458.9,458.9,458.9
68.7,18417,-58.7,-89.7,1,0.00,219,28,460.9,460.9,460.9
68.0,18481,-58.5,-89.5,1,0.00,215,27,462.8,462.8,462.8
66.0,18670,-57.7,-89.1,1,0.00,230,23,468.3,468.4,468.3
62.0,19064,-56.2,-88.2,1,0.00,225,23,480.1,480.1,480.1
61.7,19095,-56.1,-88.1,1,0.00,221,23,481.1,481.1,481.1
59.1,19369,-53.9,-86.9,1,0.00,182,28,491.9,492.0,491.9
59.0,19380,-54.0,-86.9,1,0.00,180,28,492.1,492.1,492.1
55.0,19825,-55.9,-88.0,1,0.00,170,21,497.6,497.6,497.6
53.0,20060,-56.9,-88.6,1,0.00,190,20,500.6,500.6,500.6
52.0,20181,-57.4,-88.9,1,0.00,190,18,502.1,502.1,502.1
50.0,20430,-58.5,-89.5,1,0.00,195,20,505.2,505.2,505.2
48.0,20685,-59.2,-90.2,1,0.00,210,30,509.5,509.5,509.5
43.0,21373,-61.0,-92.0,1,0.00,260,12,521.3,521.4,521.3
42.7,21416,-61.1,-92.1,1,0.00,251,13,522.1,522.1,522.1
42.0,21519,-61.1,-92.1,1,0.00,230,16,524.6,524.6,524.6
39.0,21979,-61.1,-92.1,1,0.00,245,19,535.8,535.8,535.8
37.0,22306,-61.1,-92.1,1,0.00,215,15,543.9,543.9,543.9
35.0,22652,-61.1,-92.1,1,0.00,235,24,552.6,552.6,552.6
34.7,22705,-61.1,-92.1,1,0.00,235,28,554.0,554.0,554.0
34.0,22833,-60.1,-91.4,1,0.00,235,37,559.8,559.8,559.8
31.9,23233,-57.1,-89.1,1,0.00,235,25,578.1,578.2,578.1
30.0,23620,-58.5,-89.5,1,0.00,235,13,584.6,584.6,584.6
29.0,23833,-58.5,-89.5,1,0.00,250,11,590.3,590.3,590.3
28.0,24054,-58.5,-89.5,1,0.00,230,18,596.2,596.3,596.2
27.0,24282,-58.5,-89.5,1,0.00,230,32,602.4,602.5,602.4
26.0,24520,-58.5,-89.5,1,0.01,245,31,609.0,609.0,609.0
25.0,24768,-56.9,-88.5,1,0.01,260,29,620.4,620.5,620.4
24.4,24921,-55.9,-87.9,1,0.01,257,34,627.6,627.7,627.6
24.0,25026,-56.3,-88.1,1,0.01,255,38,629.5,629.6,629.5
23.0,25295,-57.2,-88.6,1,0.01,265,28,634.5,634.5,634.5
22.1,25548,-58.1,-89.1,1,0.01,256,35,639.1,639.2,639.1
21.1,25843,-53.3,-86.3,1,0.01,246,44,662.1,662.2,662.1
21.0,25874,-53.0,-86.1,1,0.01,245,45,663.9,664.0,663.9
20.4,26061,-51.1,-85.1,1,0.01,257,42,675.2,675.3,675.2
20.0,26190,-51.5,-84.5,1,0.02,265,40,677.8,677.9,677.8
19.0,26521,-52.7,-85.7,1,0.01,260,25,684.1,684.3,684.1
17.7,26977,-54.3,-87.3,1,0.01,270,32,693.0,693.1,693.0
17.0,27237,-53.9,-86.9,1,0.01,275,36,702.2,702.3,702.2
16.0,27627,-53.4,-86.4,1,0.01,245,23,716.2,716.3,716.2
13.8,28580,-52.1,-85.1,1,0.02,259,51,751.5,751.8,751.5
13.0,28963,-53.7,-86.1,1,0.02,265,62,759.1,759.3,759.1
12.4,29267,-54.9,-86.9,1,0.02,256,61,765.0,765.2,765.1
12.0,29477,-54.6,-86.9,1,0.02,250,61,773.1,773.4,773.1
10.6,30272,-53.7,-86.7,1,0.02,260,76,804.5,804.8,804.5
10.1,30585,-49.5,-83.5,1,0.04,264,82,831.3,831.8,831.3
10.0,30650,-49.9,-83.9,1,0.04,265,83,832.2,832.6,832.2
9.0,31335,-51.4,-84.8,1,0.03,265,89,852.0,852.4,852.0
8.3,31861,-52.5,-85.5,1,0.03,268,82,867.5,867.9,867.5
8.0,32100,-51.9,-85.1,1,0.04,270,79,879.0,879.5,879.0
6.9,33062,-49.5,-83.5,1,0.05,270,88,926.9,927.7,927.0
6.7,33254,-51.5,-84.5,1,0.05,270,89,926.4,927.0,926.4
6.1,33868,-48.5,-83.0,1,0.07,270,95,964.2,965.2,964.3
6.0,33976,-48.0,-82.8,1,0.07,270,95,971.0,972.1,971.1
