PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1009.0,103,9.8,8.7,93,7.04,0,3,282.2,301.8,283.4
1000.0,175,9.8,6.5,80,6.10,0,5,282.9,300.1,284.0
998.0,192,9.8,5.3,74,5.62,3,5,283.1,298.9,284.1
925.0,819,6.0,3.5,84,5.35,100,5,285.4,300.7,286.4
850.0,1506,1.4,0.3,92,4.62,100,6,287.6,301.0,288.4
821.0,1786,0.4,-0.7,92,4.45,152,9,289.4,302.4,290.2
811.0,1884,1.1,0.2,94,4.80,170,10,291.1,305.2,292.0
806.0,1934,1.4,0.6,94,4.98,172,10,292.0,306.6,292.9
735.0,2670,-2.5,-3.5,92,4.03,195,13,295.6,307.7,296.3
708.0,2969,-4.0,-5.2,92,3.69,190,13,297.0,308.3,297.7
700.0,3060,-4.5,-5.7,91,3.59,180,13,297.5,308.4,298.1
688.0,3196,-5.1,-7.2,85,3.25,170,11,298.3,308.3,298.9
641.0,3748,-9.3,-9.5,98,2.92,176,13,299.6,308.7,300.1
615.0,4062,-11.7,-11.9,98,2.50,180,14,300.4,308.3,300.9
598.0,4274,-13.3,-13.6,98,2.25,205,13,301.0,308.1,301.4
572.0,4611,-15.9,-16.2,97,1.90,200,18,301.8,307.9,302.2
558.0,4799,-17.3,-17.6,97,1.72,215,17,302.3,307.9,302.6
539.0,5062,-19.3,-19.7,97,1.50,215,18,302.9,307.8,303.2
537.0,5090,-19.5,-19.9,97,1.48,212,18,303.0,307.8,303.2
532.0,5160,-19.1,-21.0,84,1.35,205,19,304.3,308.8,304.5
530.0,5188,-18.9,-21.5,80,1.30,201,18,304.8,309.2,305.1
523.0,5286,-19.3,-24.0,67,1.06,185,16,305.4,309.0,305.6
502.0,5591,-20.7,-31.7,37,0.54,203,14,307.4,309.3,307.5
500.0,5620,-20.9,-29.9,44,0.64,205,14,307.5,309.8,307.6
499.0,5635,-20.9,-29.9,44,0.64,208,13,307.7,309.9,307.8
498.0,5650,-21.0,-29.9,45,0.65,210,12,307.7,310.0,307.8
486.0,5830,-22.7,-29.6,53,0.68,200,9,307.8,310.2,308.0
480.0,5921,-23.5,-29.5,58,0.70,202,11,307.9,310.3,308.0
448.0,6420,-27.7,-33.1,60,0.53,215,20,308.8,310.6,308.9
435.0,6632,-29.5,-34.7,60,0.47,200,17,309.1,310.8,309.2
422.0,6852,-31.3,-36.3,61,0.41,213,25,309.5,310.9,309.5
420.0,6885,-31.5,-37.2,57,0.38,215,26,309.6,311.0,309.7
416.0,6953,-31.9,-38.9,50,0.32,213,25,309.9,311.1,310.0
400.0,7230,-34.3,-39.3,60,0.32,205,22,310.3,311.5,310.4
375.0,7674,-38.2,-45.1,48,0.18,215,25,311.0,311.7,311.0
350.0,8149,-42.3,-51.3,37,0.10,191,23,311.6,312.0,311.6
349.0,8168,-42.5,-51.4,37,0.10,190,23,311.6,312.0,311.6
300.0,9170,-51.5,-57.5,49,0.05,195,18,312.6,312.9,312.7
293.0,9321,-53.0,-58.0,54,0.05,190,17,312.7,312.9,312.7
283.0,9544,-55.1,-58.8,63,0.05,190,19,312.8,313.0,312.8
282.0,9567,-55.3,-58.9,64,0.05,188,20,312.8,313.0,312.8
271.0,9818,-56.4,-61.3,54,0.04,165,26,314.8,314.9,314.8
262.0,10032,-57.3,-63.3,46,0.03,180,25,316.5,316.6,316.5
260.0,10081,-56.6,-64.4,37,0.03,180,25,318.1,318.2,318.1
251.0,10305,-53.6,-69.7,12,0.01,175,35,325.8,325.9,325.8
250.0,10330,-53.3,-70.3,11,0.01,175,35,326.7,326.8,326.7
