PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
214.0,11065,-49.4,-77.8,2,0.00,220,23,347.6,347.6,347.6
200.0,11510,-50.9,-78.9,2,0.00,210,37,352.0,352.0,352.0
197.0,11608,-51.7,-78.7,3,0.00,214,40,352.2,352.3,352.3
196.0,11642,-51.6,-78.7,3,0.00,215,41,352.9,352.9,352.9
188.0,11914,-50.9,-79.0,2,0.00,220,33,358.3,358.3,358.3
179.0,12235,-50.1,-79.2,2,0.00,210,30,364.7,364.7,364.7
171.0,12534,-49.3,-79.5,2,0.00,240,29,370.8,370.8,370.8
167.0,12689,-48.9,-79.6,2,0.00,245,32,373.9,374.0,373.9
165.0,12768,-48.7,-79.7,2,0.00,249,29,375.6,375.6,375.6
158.0,13051,-50.5,-81.5,1,0.00,265,17,377.1,377.2,377.1
155.0,13176,-51.4,-82.3,1,0.00,250,14,377.8,377.9,377.8
153.0,13261,-51.9,-82.9,1,0.00,240,16,378.3,378.3,378.3
150.0,13390,-51.3,-82.3,1,0.00,225,19,381.5,381.5,381.5
141.0,13793,-50.8,-82.7,1,0.00,255,29,389.2,389.2,389.2
135.0,14076,-50.4,-82.9,1,0.00,255,20,394.8,394.8,394.8
131.0,14272,-50.1,-83.1,1,0.00,285,12,398.7,398.7,398.7
126.0,14523,-51.1,-83.5,1,0.00,255,16,401.4,401.4,401.4
119.0,14891,-52.5,-84.0,1,0.00,275,10,405.4,405.4,405.4
115.0,15112,-53.3,-84.4,1,0.00,230,17,407.8,407.8,407.8
112.0,15283,-54.0,-84.7,1,0.00,220,15,409.7,409.7,409.7
109.0,15458,-54.6,-84.9,1,0.00,240,10,411.6,411.6,411.6
107.0,15577,-55.1,-85.1,1,0.00,245,9,412.9,412.9,412.9
105.0,15698,-54.8,-85.1,1,0.00,190,6,415.7,415.7,415.7
103.0,15821,-54.5,-85.1,1,0.00,140,10,418.5,418.5,418.5
100.0,16010,-54.1,-85.1,1,0.00,165,18,422.9,422.9,422.9
93.0,16476,-53.3,-84.8,1,0.00,215,26,433.3,433.3,433.3
92.0,16545,-53.2,-84.8,1,0.00,225,25,434.8,434.9,434.8
86.0,16978,-52.5,-84.5,1,0.00,240,14,444.7,444.7,444.7
85.8,16993,-52.5,-84.5,1,0.00,245,14,445.1,445.1,445.1
85.0,17052,-52.7,-84.6,1,0.00,265,14,445.8,445.9,445.8
80.0,17439,-54.1,-85.3,1,0.00,240,17,450.8,450.8,450.8
75.0,17851,-55.6,-86.0,1,0.00,235,10,456.1,456.1,456.1
73.0,18024,-56.2,-86.3,1,0.00,205,5,458.3,458.3,458.3
72.0,18112,-56.5,-86.5,1,0.00,208,6,459.4,459.5,459.4
70.0,18290,-55.9,-86.9,1,0.00,215,7,464.4,464.5,464.4
69.0,18382,-56.0,-86.9,1,0.00,235,10,466.1,466.1,466.1
68.0,18474,-56.1,-86.9,1,0.00,250,14,467.8,467.9,467.8
66.0,18664,-56.3,-86.9,1,0.00,255,18,471.4,471.4,471.4
63.0,18961,-56.7,-86.9,1,0.00,290,16,476.9,476.9,476.9
59.0,19378,-57.2,-86.9,1,0.00,275,18,484.8,484.8,484.8
57.0,19597,-57.5,-86.9,1,0.00,305,17,489.0,489.0,489.0
55.0,19825,-57.7,-86.9,1,0.00,315,10,493.4,493.4,493.4
53.7,19977,-57.9,-86.9,1,0.00,276,9,496.4,496.4,496.4
53.0,20060,-57.8,-86.9,1,0.00,255,8,498.6,498.6,498.6
50.0,20430,-57.1,-87.1,1,0.00,255,13,508.5,508.5,508.5
49.0,20559,-56.6,-86.9,1,0.00,240,17,512.7,512.7,512.7
48.0,20690,-56.0,-86.6,1,0.00,250,18,517.0,517.1,517.0
47.0,20825,-55.5,-86.4,1,0.00,235,20,521.5,521.6,521.5
44.0,21245,-53.7,-85.6,1,0.01,190,13,535.7,535.8,535.7
43.7,21289,-53.5,-85.5,1,0.01,194,14,537.2,537.3,537.2
41.0,21694,-55.1,-86.3,1,0.01,235,19,543.2,543.3,543.2
39.0,22011,-56.3,-86.8,1,0.01,225,14,547.9,548.0,547.9
38.0,22176,-56.9,-87.2,1,0.01,190,8,550.4,550.4,550.4
37.0,22345,-57.6,-87.5,1,0.01,155,10,552.9,553.0,552.9
36.0,22519,-58.3,-87.8,1,0.00,200,12,555.5,555.6,555.5
34.5,22789,-59.3,-88.3,1,0.00,245,24,559.6,559.6,559.6
34.0,22881,-58.5,-87.8,1,0.01,260,28,564.1,564.2,564.1
33.2,23031,-57.1,-87.1,1,0.01,266,26,571.6,571.6,571.6
31.0,23463,-58.0,-87.4,1,0.01,285,22,580.3,580.4,580.4
30.0,23670,-58.5,-87.5,1,0.01,260,14,584.6,584.6,584.6
29.5,23775,-59.5,-88.5,1,0.01,250,14,584.6,584.7,584.6
29.0,23884,-59.0,-88.2,1,0.01,240,14,588.8,588.9,588.8
28.0,24106,-58.1,-87.6,1,0.01,265,20,597.4,597.5,597.4
27.0,24336,-57.1,-87.0,1,0.01,255,17,606.4,606.5,606.4
25.0,24823,-55.0,-85.7,1,0.01,285,18,626.0,626.1,626.0
24.4,24977,-54.3,-85.3,1,0.01,276,22,632.3,632.4,632.3
23.0,25353,-55.5,-85.9,1,0.01,255,32,639.5,639.6,639.5
22.0,25635,-56.4,-86.3,1,0.01,260,17,645.0,645.1,645.0
21.0,25930,-57.3,-86.8,1,0.01,265,20,650.9,651.0,650.9
20.0,26240,-58.3,-87.3,1,0.01,240,25,657.0,657.1,657.0
19.0,26560,-60.5,-88.6,1,0.01,230,28,659.9,660.0,659.9
18.9,26593,-60.7,-88.7,1,0.01,233,28,660.2,660.3,660.2
18.0,26898,-58.9,-87.9,1,0.01,260,30,675.2,675.3,675.2
16.4,27475,-63.3,-90.3,1,0.01,264,35,679.1,679.2,679.1
16.0,27628,-62.3,-89.7,1,0.01,265,36,687.3,687.4,687.3
14.4,28283,-57.9,-86.9,1,0.01,249,49,723.0,723.1,723.0
14.0,28459,-58.7,-87.3,1,0.01,245,53,726.2,726.3,726.2
13.3,28781,-60.1,-88.1,1,0.01,248,54,732.0,732.2,732.0
12.0,29427,-56.8,-86.6,1,0.02,255,55,765.6,765.9,765.6
11.9,29479,-56.5,-86.5,1,0.02,255,56,768.4,768.6,768.4
11.0,29977,-56.7,-86.7,1,0.02,255,64,785.2,785.5,785.2
10.0,30580,-56.9,-86.9,1,0.02,270,56,806.1,806.4,806.1
9.3,31038,-58.5,-87.5,1,0.02,263,64,816.9,817.1,816.9
9.0,31247,-56.8,-86.6,1,0.02,260,68,831.0,831.3,831.0
8.2,31840,-52.1,-84.1,1,0.04,280,72,872.0,872.6,872.1
8.0,32000,-52.7,-84.2,1,0.04,285,73,875.9,876.4,875.9
