SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131116/0000,41.65,12.43,32.0,2.85,2.28,2.22,98.01,27.80,21.50,27.50,49.00,1.53,3.19,-127.11,-116.16,0.12,0.24,279.75,874.80,290.67,7.07,5528.00,22.1
