SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131112/1200,41.65,12.43,32.0,3.57,4.26,4.30,125.40,29.00,22.80,24.30,47.10,0.00,0.00,0.00,0.00,0.00,0.00,281.66,921.25,288.36,7.63,5512.00,26.7,26.7
