SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131119/0000,41.65,12.43,32.0,2.13,-0.42,-0.68,192.20,23.40,26.50,49.90,138.65,219.79,-25.69,-21.36,2.18,3.46,283.33,910.55,291.03,8.65,5520.00,17.7
