SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131115/0000,41.65,12.43,32.0,2.46,-0.88,-1.06,200.32,29.30,23.40,25.50,48.90,482.38,528.85,-10.18,-5.02,44.91,49.24,285.73,946.96,290.24,9.76,5510.00,26.5
