PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
65.4,18732,-62.5,-85.5,3,0.00,241,10,459.2,459.2,459.2
64.0,18866,-62.8,-85.8,3,0.00,245,9,461.5,461.5,461.5
60.0,19265,-63.5,-86.5,3,0.00,210,23,468.4,468.4,468.4
59.9,19275,-63.5,-86.5,3,0.00,212,23,468.6,468.6,468.6
58.2,19454,-60.3,-84.3,3,0.01,240,16,479.7,479.7,479.7
57.0,19584,-60.5,-84.4,3,0.01,260,12,482.0,482.0,482.0
55.0,19806,-61.0,-84.6,3,0.01,240,4,486.0,486.0,486.0
53.0,20037,-61.4,-84.8,3,0.01,205,10,490.1,490.2,490.1
52.0,20156,-61.6,-84.9,3,0.01,220,13,492.3,492.3,492.3
50.0,20400,-62.1,-85.1,3,0.01,225,21,496.7,496.8,496.7
47.0,20781,-62.4,-85.2,3,0.01,225,18,504.8,504.8,504.8
44.0,21186,-62.8,-85.4,3,0.01,250,18,513.5,513.5,513.5
43.0,21328,-62.9,-85.5,3,0.01,250,25,516.5,516.6,516.5
41.0,21621,-63.2,-85.6,3,0.01,230,21,522.9,523.0,522.9
39.0,21928,-63.5,-85.7,3,0.01,260,15,529.8,529.8,529.8
36.2,22387,-63.9,-85.9,4,0.01,232,14,540.1,540.1,540.1
36.0,22421,-63.7,-85.8,3,0.01,230,14,541.4,541.5,541.4
35.0,22595,-62.8,-85.6,3,0.01,245,10,548.3,548.4,548.3
34.0,22774,-61.8,-85.4,3,0.01,200,13,555.5,555.5,555.5
33.0,22959,-60.7,-85.1,3,0.01,200,20,562.9,563.0,562.9
32.2,23111,-59.9,-84.9,2,0.01,220,14,569.1,569.2,569.1
32.0,23149,-60.1,-85.0,3,0.01,225,13,569.6,569.7,569.6
31.0,23346,-61.2,-85.7,3,0.01,200,8,571.9,571.9,571.9
30.0,23550,-62.3,-86.3,3,0.01,195,10,574.2,574.3,574.2
28.1,23952,-64.5,-87.5,3,0.01,214,24,579.0,579.0,579.0
28.0,23974,-64.5,-87.5,3,0.01,215,25,579.7,579.7,579.7
25.3,24595,-63.3,-86.3,3,0.01,264,24,600.0,600.1,600.0
