PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
95.0,16436,-54.7,-76.7,5,0.01,250,32,427.9,428.0,427.9
89.0,16846,-57.0,-78.5,5,0.01,255,16,431.4,431.4,431.4
86.0,17061,-58.3,-79.4,5,0.01,220,10,433.1,433.2,433.1
85.0,17135,-58.7,-79.8,5,0.01,210,12,433.8,433.8,433.8
79.0,17594,-61.3,-81.7,5,0.01,225,24,437.6,437.6,437.6
74.6,17954,-63.3,-83.3,5,0.01,210,31,440.5,440.6,440.5
72.0,18175,-61.0,-81.5,5,0.01,200,35,450.0,450.0,450.0
70.0,18350,-59.1,-80.1,5,0.01,210,28,457.6,457.7,457.6
69.5,18395,-58.3,-80.3,4,0.01,208,28,460.2,460.3,460.3
67.0,18623,-59.3,-80.9,5,0.01,200,27,462.9,463.0,462.9
64.0,18907,-60.5,-81.6,5,0.01,225,22,466.3,466.3,466.3
63.0,19005,-61.0,-81.9,5,0.01,240,22,467.4,467.5,467.4
58.3,19487,-63.1,-83.1,5,0.01,245,26,473.1,473.2,473.1
58.0,19518,-62.6,-82.8,5,0.01,245,26,474.9,475.0,474.9
56.6,19669,-60.3,-81.3,5,0.01,238,26,483.5,483.6,483.5
55.0,19848,-60.4,-81.4,5,0.01,230,27,487.2,487.2,487.2
53.0,20078,-60.6,-81.6,5,0.01,245,29,491.9,492.0,491.9
51.0,20317,-60.8,-81.8,5,0.01,265,22,496.9,497.0,496.9
50.0,20440,-60.9,-81.9,5,0.01,260,15,499.5,499.6,499.5
48.0,20693,-61.5,-82.2,5,0.01,260,8,504.0,504.1,504.0
47.0,20823,-61.8,-82.3,5,0.01,240,10,506.4,506.4,506.4
46.0,20956,-62.1,-82.5,5,0.01,255,14,508.7,508.8,508.8
43.4,21316,-62.9,-82.9,5,0.01,264,20,515.3,515.3,515.3
43.0,21374,-62.3,-82.5,5,0.01,265,21,518.0,518.1,518.0
41.3,21624,-59.9,-80.9,5,0.01,267,19,530.1,530.2,530.1
39.0,21983,-59.7,-80.7,5,0.02,270,15,539.4,539.5,539.4
38.0,22145,-59.6,-80.6,5,0.02,240,9,543.7,543.8,543.7
37.0,22312,-59.5,-80.5,5,0.02,235,10,548.1,548.3,548.1
35.7,22536,-59.3,-80.3,5,0.02,231,12,554.2,554.3,554.2
34.0,22840,-59.9,-80.9,5,0.02,225,14,560.3,560.4,560.3
33.0,23026,-60.3,-81.3,5,0.02,245,13,564.1,564.2,564.1
32.0,23218,-60.7,-81.7,5,0.02,215,16,568.0,568.1,568.0
31.0,23416,-61.1,-82.1,5,0.02,245,19,572.0,572.2,572.1
30.1,23599,-61.5,-82.5,5,0.01,245,18,575.9,576.0,575.9
30.0,23620,-61.1,-82.1,5,0.02,245,18,577.5,577.6,577.5
29.1,23810,-58.1,-79.1,5,0.03,274,15,590.8,591.0,590.8
28.0,24051,-58.9,-79.6,5,0.03,310,12,595.0,595.3,595.0
27.0,24279,-59.7,-80.0,5,0.02,255,13,599.1,599.3,599.1
26.0,24515,-60.5,-80.5,6,0.02,270,13,603.3,603.5,603.3
25.0,24763,-59.2,-79.3,6,0.03,245,16,613.9,614.1,613.9
24.0,25022,-57.8,-78.2,6,0.04,250,24,625.0,625.4,625.0
23.0,25292,-56.4,-76.9,6,0.05,245,12,636.9,637.3,636.9
22.0,25573,-54.9,-75.6,6,0.06,260,24,649.4,650.0,649.5
21.0,25868,-53.3,-74.3,6,0.08,250,19,662.8,663.6,662.9
20.6,25990,-52.7,-73.7,6,0.09,248,23,668.4,669.3,668.5
20.0,26180,-53.5,-75.5,5,0.07,245,28,671.7,672.3,671.7
19.0,26510,-53.4,-75.8,5,0.07,250,39,681.8,682.5,681.8
18.0,26859,-53.4,-76.0,5,0.07,255,29,692.6,693.3,692.6
16.0,27617,-53.2,-76.6,4,0.07,280,31,716.8,717.5,716.8
14.0,28478,-53.0,-77.3,4,0.07,285,37,745.3,746.1,745.3
13.0,28955,-53.0,-77.7,3,0.07,270,54,761.5,762.4,761.6
12.0,29470,-52.9,-78.1,3,0.08,270,49,779.5,780.4,779.5
11.0,30031,-52.7,-78.6,3,0.08,265,66,799.5,800.5,799.6
