SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131119/1200,41.65,12.43,32.0,-4.57,-4.58,-4.76,405.21,33.80,30.90,31.10,62.00,906.91,948.60,0.00,-0.90,104.77,109.59,283.48,925.14,289.87,8.59,5475.00,23.8
