SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131113/1200,41.65,12.43,32.0,5.00,5.45,5.35,114.19,25.80,20.10,23.50,43.60,0.00,0.00,0.00,0.00,0.00,0.00,279.71,863.43,291.72,7.15,5554.00,24.7,24.7
