SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131114/1200,41.65,12.43,32.0,3.75,3.47,3.38,60.01,26.90,19.90,26.90,46.80,3.27,4.21,-203.91,-187.85,1.62,2.09,278.73,849.92,292.01,6.83,5542.00,21.9
