SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131005,41.65,12.43,32.0,-4.17,7.54,7.72,300.82,36.60,26.90,27.10,54.00,0.00,0.00,0.00,0.00,0.00,0.00,278.24,836.57,292.81,6.84,5665.00,40.41
