SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIRE,16245,131121/0000,41.65,12.43,32.0,4.45,3.29,3.30,87.02,24.60,23.20,26.50,49.70,0.00,0.00,0.00,0.00,0.00,0.00,275.14,868.50,286.47,5.13,5410.00,16.8,16.8
